BUS;PD;QD;Vmax;Vmin;baseKV;zone
4491;0;0;1.1;0.9;220;5
4494;0;0;1.1;0.9;380;5
4504;170.1;-9.3;1.1;0.9;220;5
4505;95.51;17.1;1.1;0.9;220;5
4506;0;0;1.1;0.9;220;5
4511;81.89;19.9;1.1;0.9;220;5
4513;92.1;29.5;1.1;0.9;220;5
4520;0;0;1.1;0.9;220;5
4525;0;0;1.1;0.9;220;5
4529;48.48;8.7;1.1;0.9;220;5
4541;0;0;1.1;0.9;380;5
4544;0;0;1.1;0.9;220;5
4549;0;0;1.1;0.9;220;5
4550;0;0;1.1;0.9;380;5
4554;119;21.9;1.1;0.9;220;5
4562;130.5;25.7;1.1;0.9;220;5
4566;0;0;1.1;0.9;220;5
4580;11.01;3.9;1.1;0.9;220;5
4594;-1.73;-1.71;1.1;0.9;380;5
4598;0;0;1.1;0.9;380;5
4615;42.55;17.6;1.1;0.9;220;5
4623;0;0;1.1;0.9;380;5
4624;0;0;1.1;0.9;220;5
4656;93.9;-0.4;1.1;0.9;220;5
4661;0;0;1.1;0.9;220;5
4674;124;29.2;1.1;0.9;220;5
4679;102.7;17.8;1.1;0.9;220;5
4683;38.84;8.5;1.1;0.9;220;5
4685;46.15;11.2;1.1;0.9;220;5
4689;109.7;15;1.1;0.9;220;5
4701;0;0;1.1;0.9;380;5
4710;195.4;76.84;1.1;0.9;220;5
4711;0;0;1.1;0.9;220;5
4725;4.91;1.6;1.1;0.9;220;5
4728;3.1;0.1;1.1;0.9;220;5
4729;0;0;1.1;0.9;220;5
4734;0;0;1.1;0.9;380;5
4738;101.89;25.72;1.1;0.9;220;5
4747;93.3;27.8;1.1;0.9;220;5
4748;0;0;1.1;0.9;220;5
4765;33.04;10.1;1.1;0.9;220;5
4783;0;0;1.1;0.9;220;5
4787;71.98;27.1;1.1;0.9;380;5
4816;0;0;1.1;0.9;220;5
4819;0;0;1.1;0.9;380;5
4823;0;0;1.1;0.9;220;5
4826;103.6;16;1.1;0.9;220;5
4829;171.9;39.1;1.1;0.9;220;5
4831;130.4;44.33;1.1;0.9;220;5
4850;0;0;1.1;0.9;220;5
4852;45.55;-59.9;1.1;0.9;220;5
4864;-28.21;-6;1.1;0.9;220;5
4867;65.77;27.3;1.1;0.9;220;5
4874;-0.58;-53.03;1.1;0.9;220;5
4880;0;0;1.1;0.9;220;5
4885;166.4;50.4;1.1;0.9;220;5
4889;74.98;19.8;1.1;0.9;220;5
4907;125.16;29.2;1.1;0.9;220;5
4908;50.06;9.9;1.1;0.9;220;5
4914;14.91;-8.73;1.1;0.9;220;5
4918;0;0;1.1;0.9;220;5
4925;0;0;1.1;0.9;220;5
4936;312.2;28;1.1;0.9;220;5
4939;56.76;31.1;1.1;0.9;220;5
4942;109.9;33.6;1.1;0.9;220;5
4950;218.7;-9.1;1.1;0.9;220;5
4951;183.95;-6.47;1.1;0.9;220;5
4952;0;0;1.1;0.9;220;5
4970;0;0;1.1;0.9;380;5
4974;89.08;26.9;1.1;0.9;220;5
5002;0;0;1.1;0.9;220;5
5003;17.87;-8.59;1.1;0.9;220;5
5004;0;0;1.1;0.9;220;5
5007;0;0;1.1;0.9;380;5
5016;0;0;1.1;0.9;380;5
5019;0;0;1.1;0.9;220;5
5049;136.6;29;1.1;0.9;220;5
5051;0;0;1.1;0.9;220;5
5067;0;0;1.1;0.9;380;5
5077;30.93;5.8;1.1;0.9;220;5
5083;80.39;10.8;1.1;0.9;220;5
5093;70.78;28;1.1;0.9;220;5
5099;0;0;1.1;0.9;220;5
5106;39.94;13;1.1;0.9;220;5
5110;0;0;1.1;0.9;220;5
5120;0;0;1.1;0.9;220;5
5131;0;0;1.1;0.9;220;5
5137;16.92;0;1.1;0.9;220;5
5144;0;0;1.1;0.9;380;5
5146;229.9;48.9;1.1;0.9;220;5
5174;0;0;1.1;0.9;220;5
5179;179.8;5.67;1.1;0.9;220;5
5182;0;0;1.1;0.9;220;5
5212;0;0;1.1;0.9;220;5
5213;246.8;36.3;1.1;0.9;220;5
5215;0;0;1.1;0.9;220;5
5233;0;0;1.1;0.9;220;5
5237;0;0;1.1;0.9;220;5
5241;0;0;1.1;0.9;380;5
5256;91;36;1.1;0.9;220;5
5257;0;0;1.1;0.9;220;5
5270;0;0;1.1;0.9;220;5
5278;0;0;1.1;0.9;220;5
5286;17.22;5.1;1.1;0.9;220;5
5288;0;0;1.1;0.9;380;5
5297;55.26;11;1.1;0.9;220;5
5300;0;0;1.1;0.9;220;5
5308;0;0;1.1;0.9;380;5
5317;293.2;87.4;1.1;0.9;220;5
5334;17.52;6.6;1.1;0.9;220;5
5340;0;0;1.1;0.9;220;5
5341;64.27;17.5;1.1;0.9;220;5
5350;0;0;1.1;0.9;380;5
5351;0;0;1.1;0.9;220;5
5354;70.18;19.5;1.1;0.9;220;5
5362;152.73;-17.2;1.1;0.9;220;5
5365;0;0;1.1;0.9;220;5
5379;0;0;1.3;0.7;380;5
5383;0;0;1.1;0.9;220;5
5388;159.5;42;1.1;0.9;220;5
5393;0;0;1.1;0.9;220;5
5395;0;0;1.1;0.9;220;5
5400;241.62;52.78;1.1;0.9;220;5
5410;69.78;26;1.1;0.9;220;5
5413;0;0;1.1;0.9;220;5
5417;32.74;5.3;1.1;0.9;220;5
5418;0;0;1.1;0.9;220;5
5419;349.3;144.3;1.1;0.9;220;5
5420;56.96;1.94;1.1;0.9;380;5
5421;0;0;1.1;0.9;380;5
5441;138.01;34.55;1.1;0.9;220;5
5455;0;0;1.1;0.9;220;5
5458;0;0;1.1;0.9;220;5
5460;-15.89;-6.42;1.1;0.9;380;5
5461;0;0;1.1;0.9;380;5
5469;106.6;-18.8;1.1;0.9;220;5
5477;0;0;1.1;0.9;220;5
5481;0;0;1.1;0.9;380;5
5482;0;0;1.1;0.9;220;5
5486;0;0;1.1;0.9;380;5
5488;0;0;1.1;0.9;220;5
5490;0;0;1.1;0.9;380;5
5502;0;0;1.1;0.9;220;5
5519;0;0;1.1;0.9;220;5
5522;0;0;1.1;0.9;220;5
5525;236.33;59.35;1.1;0.9;220;5
5529;0;0;1.1;0.9;220;5
5533;0;0;1.1;0.9;220;5
5546;0;0;1.1;0.9;220;5
5550;0;0;1.1;0.9;220;5
5564;0;0;1.1;0.9;220;5
5567;0;0;1.1;0.9;220;5
5571;0;0;1.1;0.9;220;5
5573;0;0;1.1;0.9;220;5
5574;99.7;6;1.1;0.9;220;5
5586;0;0;1.1;0.9;220;5
5589;0;0;1.1;0.9;380;5
5610;99.5;9.2;1.1;0.9;220;5
5616;225.2;35.2;1.1;0.9;220;5
5627;0;0;1.1;0.9;220;5
5630;0;0;1.1;0.9;220;5
5641;0;0;1.1;0.9;220;5
5648;0;0;1.1;0.9;380;5
5653;96.59;7.28;1.1;0.9;220;5
5658;0;0;1.1;0.9;380;5
5664;0;0;1.1;0.9;220;5
5666;124.8;34.7;1.1;0.9;220;5
5686;52.26;19.6;1.1;0.9;220;5
5688;14.12;5.2;1.1;0.9;220;5
5691;195.1;-14.2;1.1;0.9;220;5
5695;142.8;20.3;1.1;0.9;220;5
5699;0;0;1.1;0.9;220;5
5709;0;0;1.1;0.9;380;5
5712;183.07;44.65;1.1;0.9;220;5
5720;337.6;-15.4;1.1;0.9;220;5
5723;141.2;45.4;1.1;0.9;220;5
5735;161.3;10.04;1.1;0.9;220;5
5738;0;0;1.1;0.9;220;5
5743;0;0;1.1;0.9;220;5
5753;0;0;1.1;0.9;220;5
5764;99.4;4.3;1.1;0.9;220;5
5781;0;0;1.1;0.9;380;5
5789;0;0;1.1;0.9;220;5
5799;0;0;1.1;0.9;220;5
5803;0;0;1.1;0.9;220;5
5814;0;0;1.1;0.9;220;5
5836;244.09;48.92;1.1;0.9;220;5
5837;0;0;1.1;0.9;380;5
5853;122.5;38.9;1.1;0.9;220;5
5856;0;0;1.1;0.9;220;5
5857;78.39;21.2;1.1;0.9;220;5
5881;0;0;1.1;0.9;220;5
5891;14.02;5.5;1.1;0.9;220;5
5907;186.1;14.8;1.1;0.9;220;5
5918;73.83;16.41;1.1;0.9;220;5
5926;0;0;1.1;0.9;220;5
5935;0;0;1.1;0.9;220;5
5940;0;0;1.1;0.9;220;5
5944;71.88;21.7;1.1;0.9;220;5
5957;208.06;36.6;1.1;0.9;220;5
5971;0;0;1.3;0.7;380;5
5983;0;0;1.1;0.9;380;5
5987;24.04;1.68;1.1;0.9;220;5
5990;0;0;1.1;0.9;220;5
5993;0;0;1.1;0.9;220;5
5994;0;0;1.1;0.9;220;5
6010;0;0;1.1;0.9;220;5
6031;0;0;1.1;0.9;220;5
6036;0;0;1.1;0.9;380;5
6041;0;0;1.1;0.9;220;5
6053;412.1;79.3;1.1;0.9;220;5
6071;163.5;35.6;1.1;0.9;220;5
6101;103;40.2;1.1;0.9;220;5
6104;93.12;4.99;1.1;0.9;220;5
6110;78.59;16;1.1;0.9;220;5
6112;45.28;15.27;1.1;0.9;220;5
6114;0;0;1.1;0.9;220;5
6115;0;0;1.1;0.9;220;5
6119;221.25;72.56;1.1;0.9;220;5
6146;0;0;1.1;0.9;220;5
6151;60.67;33.2;1.1;0.9;220;5
6153;0;0;1.1;0.9;380;5
6163;0;0;1.1;0.9;220;5
6168;0;0;1.1;0.9;220;5
6178;91;28.4;1.1;0.9;220;5
6194;0;0;1.1;0.9;220;5
6199;-4.82;-0.88;1.1;0.9;380;5
6203;14.02;5.6;1.1;0.9;220;5
6206;-7.62;-2.52;1.1;0.9;380;5
6219;0;0;1.1;0.9;220;5
6220;231.9;27.6;1.1;0.9;220;5
6224;0;0;1.1;0.9;380;5
6231;0;0;1.1;0.9;220;5
6232;49.25;12;1.1;0.9;220;5
6240;0;0;1.1;0.9;220;5
6246;1769.94;-353.95;1.1;0.9;380;5
6252;164.7;44.5;1.1;0.9;220;5
6253;128.8;29.3;1.1;0.9;220;5
6267;91.3;18.1;1.1;0.9;220;5
6271;3.7;2.6;1.1;0.9;220;5
6290;47.65;20.4;1.1;0.9;220;5
6291;0;0;1.1;0.9;220;5
6306;0;0;1.1;0.9;220;5
6308;0;0;1.1;0.9;220;5
6313;48.95;14.9;1.1;0.9;220;5
6331;0;0;1.1;0.9;220;5
6332;0;0;1.1;0.9;220;5
6337;0;0;1.1;0.9;380;5
6351;0;0;1.1;0.9;220;5
6357;430.8;107.9;1.1;0.9;220;5
6368;0;0;1.1;0.9;220;5
6371;0;0;1.1;0.9;220;5
6376;0;0;1.1;0.9;220;5
6382;75.43;10.49;1.1;0.9;220;5
6384;159.9;47.4;1.1;0.9;220;5
6405;76.48;19.8;1.1;0.9;220;5
6416;67.67;16.4;1.1;0.9;220;5
6426;10.21;3.8;1.1;0.9;220;5
6427;83.19;22.9;1.1;0.9;380;5
6429;0;0;1.1;0.9;220;5
6430;0;0;1.1;0.9;220;5
6450;5.51;2.1;1.1;0.9;220;5
6455;20.52;13.3;1.1;0.9;220;5
6472;0;0;1.1;0.9;220;5
6474;0;0;1.1;0.9;220;5
6475;0;0;1.1;0.9;380;5
6478;141.2;34.8;1.1;0.9;220;5
6486;31.74;17.4;1.1;0.9;220;5
6495;49.66;12.3;1.1;0.9;220;5
6510;88.2;26.7;1.1;0.9;220;5
6516;0;0;1.1;0.9;220;5
6521;0;0;1.1;0.9;220;5
6532;120.69;18.1;1.1;0.9;220;5
6552;0;0;1.1;0.9;220;5
6555;-37.81;-21.64;1.1;0.9;380;5
6556;0;0;1.1;0.9;220;5
6563;0;0;1.1;0.9;220;5
6565;0;0;1.1;0.9;220;5
6570;0;0;1.1;0.9;220;5
6581;153.8;23.4;1.1;0.9;380;5
6612;41.14;15.25;1.1;0.9;220;5
6616;0;0;1.1;0.9;220;5
6619;0;0;1.1;0.9;220;5
6624;-37.33;-11.88;1.1;0.9;380;5
6629;62.63;16.3;1.1;0.9;220;5
6630;134.1;24.8;1.1;0.9;220;5
6636;0;0;1.1;0.9;220;5
6638;61.65;10.24;1.1;0.9;220;5
6639;388.04;52.61;1.1;0.9;220;5
6648;-26.03;-0.84;1.1;0.9;220;5
6664;0;0;1.1;0.9;220;5
6675;37.94;7.5;1.1;0.9;220;5
6684;0;0;1.1;0.9;220;5
6691;42.55;12.5;1.1;0.9;220;5
6692;10.33;3.3;1.1;0.9;220;5
6697;309;74.5;1.1;0.9;220;5
6714;0;0;1.1;0.9;220;5
6723;0;0;1.1;0.9;220;5
6730;0;0;1.1;0.9;220;5
6734;0;0;1.1;0.9;220;5
6735;0;0;1.1;0.9;380;5
6737;0;0;1.1;0.9;220;5
6738;-4.91;-2.53;1.1;0.9;380;5
6742;137.4;23.9;1.1;0.9;220;5
6744;244.12;95.29;1.1;0.9;220;5
6757;0;0;1.1;0.9;380;5
6763;0;0;1.1;0.9;220;5
6772;61.37;23.2;1.1;0.9;220;5
6773;0;0;1.1;0.9;220;5
6785;0;0;1.1;0.9;220;5
6791;46.35;9.1;1.1;0.9;220;5
6802;0;0;1.1;0.9;220;5
6806;135.84;15.97;1.1;0.9;220;5
6807;0;0;1.1;0.9;220;5
6816;0;0;1.1;0.9;220;5
6820;0;0;1.1;0.9;220;5
6828;58.16;16.5;1.1;0.9;220;5
6831;0;0;1.1;0.9;220;5
6837;47.75;11;1.1;0.9;220;5
6842;98;21.7;1.1;0.9;220;5
6844;0;0;1.1;0.9;220;5
6845;0;0;1.1;0.9;220;5
6846;44.35;19.3;1.1;0.9;220;5
6852;0;0;1.1;0.9;220;5
6854;0;0;1.1;0.9;220;5
6857;0;0;1.1;0.9;380;5
6880;0;0;1.1;0.9;220;5
6887;0;0;1.1;0.9;220;5
6888;0;0;1.1;0.9;220;5
6889;-12.49;-5.83;1.1;0.9;380;5
6891;135.61;26.86;1.1;0.9;220;5
6897;176.8;39.4;1.1;0.9;380;5
6901;-37.84;-19.23;1.1;0.9;380;5
6908;0;0;1.1;0.9;220;5
6909;122.5;8.7;1.1;0.9;220;5
6921;-37.34;-13.33;1.1;0.9;380;5
6922;113.6;44.7;1.1;0.9;220;5
6926;124.5;101.4;1.1;0.9;220;5
6940;0;0;1.1;0.9;220;5
6947;0;0;1.1;0.9;220;5
6952;180.9;33.2;1.1;0.9;220;5
6954;18.12;10;1.1;0.9;220;5
6961;56.56;18.4;1.1;0.9;220;5
6969;0;0;1.1;0.9;220;5
6982;0;0;1.1;0.9;220;5
6989;0;0;1.1;0.9;220;5
6990;0;0;1.1;0.9;220;5
7014;0;0;1.1;0.9;220;5
7019;52.56;12.8;1.1;0.9;220;5
7021;226.8;53.3;1.1;0.9;220;5
7030;0;0;1.1;0.9;220;5
7036;0;0;1.1;0.9;220;5
7042;220.98;91;1.1;0.9;220;5
7047;339.9;70.5;1.1;0.9;220;5
7049;0;0;1.1;0.9;220;5
7050;120;26;1.1;0.9;220;5
7052;111;36.6;1.1;0.9;220;5
7056;0;0;1.1;0.9;380;5
7069;258.79;42.82;1.1;0.9;220;5
7070;142.9;25.8;1.1;0.9;220;5
7076;0;0;1.1;0.9;220;5
7092;44.65;8.8;1.1;0.9;220;5
7098;0;0;1.1;0.9;220;5
7115;0;0;1.1;0.9;220;5
7119;149.53;34.9;1.1;0.9;220;5
7124;0;0;1.1;0.9;220;5
7129;33.34;5;1.1;0.9;220;5
7132;222;90.5;1.1;0.9;220;5
7133;102.3;19;1.1;0.9;220;5
7144;8.48;-1.82;1.1;0.9;220;5
7148;0;0;1.1;0.9;220;5
7159;0;0;1.1;0.9;380;5
7162;0;0;1.1;0.9;220;5
7163;0;0;1.1;0.9;220;5
7164;-18.6;-6.72;1.1;0.9;380;5
7165;0;0;1.1;0.9;220;5
7178;0;0;1.1;0.9;220;5
7183;0;0;1.3;0.7;380;5
7202;18.62;6.1;1.1;0.9;220;5
7209;0;0;1.1;0.9;220;5
7222;0;0;1.1;0.9;220;5
7226;144;31.3;1.1;0.9;220;5
7231;0;0;1.1;0.9;220;5
7253;7.51;3.1;1.1;0.9;220;5
7256;392.25;92.02;1.1;0.9;220;5
7259;82.39;0;1.1;0.9;220;5
7264;0;0;1.1;0.9;220;5
7266;0;0;1.1;0.9;220;5
7267;0;0;1.1;0.9;380;5
7273;219.6;36.4;1.1;0.9;220;5
7274;54.93;16.5;1.1;0.9;220;5
7282;0;0;1.1;0.9;380;5
7284;0;0;1.1;0.9;220;5
7289;0;0;1.1;0.9;220;5
7309;0;0;1.1;0.9;220;5
7316;0;0;1.1;0.9;220;5
7325;0;0;1.1;0.9;220;5
7327;0;0;1.1;0.9;220;5
7328;0;0;1.1;0.9;380;5
7338;0;0;1.1;0.9;220;5
7341;37.44;0;1.1;0.9;220;5
7342;169;70.8;1.1;0.9;220;5
7351;61.67;16.3;1.1;0.9;220;5
7353;127.3;26.7;1.1;0.9;220;5
7361;0;0;1.1;0.9;220;5
7367;1.5;0.4;1.1;0.9;220;5
7373;0;0;1.1;0.9;220;5
7377;0;0;1.1;0.9;220;5
7380;105.67;0.56;1.1;0.9;380;5
7396;0;0;1.1;0.9;220;5
7422;65.67;25.6;1.1;0.9;220;5
7437;18.32;5.3;1.1;0.9;220;5
7438;121.3;20.7;1.1;0.9;220;5
7464;197.65;28.23;1.1;0.9;220;5
7466;0;0;1.1;0.9;220;5
7471;-18.95;-6.93;1.1;0.9;380;5
7473;113.44;71.42;1.1;0.9;220;5
7474;0;0;1.1;0.9;220;5
7485;44.35;10.8;1.1;0.9;220;5
7491;0;0;1.1;0.9;220;5
7495;0;0;1.1;0.9;220;5
7507;4;0.8;1.1;0.9;220;5
7513;0;0;1.1;0.9;380;5
7519;97.97;31.8;1.1;0.9;220;5
7520;0;0;1.1;0.9;380;5
7522;0;0;1.1;0.9;380;5
7523;0;0;1.1;0.9;220;5
7530;0;0;1.1;0.9;380;5
7537;0;0;1.1;0.9;380;5
7539;40.85;15.7;1.1;0.9;220;5
7541;346.42;89.04;1.1;0.9;380;5
7571;0;0;1.1;0.9;220;5
7576;0;0;1.1;0.9;220;5
7577;0;0;1.1;0.9;220;5
7579;136.9;11.4;1.1;0.9;220;5
7580;0;0;1.1;0.9;220;5
7582;0;0;1.1;0.9;220;5
7583;5.01;1.8;1.1;0.9;220;5
7599;0;0;1.1;0.9;220;5
7624;32.74;10.5;1.1;0.9;220;5
7626;78.89;45.6;1.1;0.9;220;5
7635;0;0;1.1;0.9;220;5
7640;68.78;35;1.1;0.9;380;5
7641;0;0;1.1;0.9;220;5
7647;0;0;1.1;0.9;220;5
7653;33.94;11.4;1.1;0.9;220;5
7663;37.14;2.7;1.1;0.9;220;5
7691;0;0;1.1;0.9;380;5
7694;-14.96;-4.7;1.1;0.9;220;5
7697;0;0;1.1;0.9;220;5
7700;66.17;27.4;1.1;0.9;220;5
7702;0;0;1.1;0.9;220;5
7726;0;0;1.1;0.9;220;5
7738;31.84;9.2;1.1;0.9;220;5
7752;524.5;126;1.1;0.9;220;5
7766;78.89;25.6;1.1;0.9;220;5
7770;207.9;32.36;1.1;0.9;220;5
7772;223.6;51.8;1.1;0.9;220;5
7775;151.5;7.9;1.1;0.9;220;5
7776;0;0;1.3;0.7;380;5
7778;153;21.5;1.1;0.9;380;5
7791;0;0;1.1;0.9;220;5
7797;0;0;1.1;0.9;220;5
7808;0;0;1.1;0.9;380;5
7809;169.5;27.7;1.1;0.9;220;5
7824;9.21;3.4;1.1;0.9;220;5
7831;-17.17;-7.1;1.1;0.9;380;5
7840;-19.28;29.9;1.1;0.9;220;5
7842;0;0;1.1;0.9;380;5
7847;0;0;1.1;0.9;220;5
7857;0;0;1.1;0.9;220;5
7862;0;0;1.1;0.9;220;5
7865;84.99;19.6;1.1;0.9;220;5
7873;-20.94;-6.16;1.1;0.9;220;5
7881;0;0;1.1;0.9;220;5
7883;47.55;17.8;1.1;0.9;220;5
7885;142.4;20;1.1;0.9;220;5
7886;162.5;42.7;1.1;0.9;220;5
7892;36.94;11;1.1;0.9;220;5
7895;338.7;52.5;1.1;0.9;220;5
7903;0;0;1.1;0.9;220;5
7905;347.1;87.2;1.1;0.9;380;5
7913;0;0;1.1;0.9;380;5
7923;0;0;1.1;0.9;220;5
7937;56.06;17;1.1;0.9;220;5
7943;38.44;2;1.1;0.9;220;5
7945;17.92;5.8;1.1;0.9;220;5
7955;111.6;8.9;1.1;0.9;220;5
7961;50.56;8.1;1.1;0.9;220;5
7967;0;0;1.1;0.9;220;5
7972;237.9;68.5;1.1;0.9;220;5
7974;234;13.1;1.1;0.9;220;5
7982;112;19.7;1.1;0.9;220;5
7988;-3.55;-1.43;1.1;0.9;380;5
7989;0;0;1.1;0.9;220;5
7994;11.91;3.3;1.1;0.9;220;5
7998;0;0;1.1;0.9;380;5
8005;0;0;1.1;0.9;220;5
8030;0;0;1.1;0.9;380;5
8035;0;0;1.1;0.9;220;5
8043;0;0;1.1;0.9;220;5
8057;69.18;9.5;1.1;0.9;220;5
8060;0;0;1.1;0.9;220;5
8104;127.2;40.8;1.1;0.9;220;5
8107;68.18;16.1;1.1;0.9;220;5
8109;0;0;1.1;0.9;380;5
8112;87.9;29.3;1.1;0.9;220;5
8128;0;0;1.1;0.9;380;5
8151;0;0;1.1;0.9;220;5
8158;0;0;1.1;0.9;220;5
8165;0;0;1.1;0.9;220;5
8180;291.6;47;1.1;0.9;220;5
8189;0;0;1.1;0.9;220;5
8190;0;0;1.1;0.9;220;5
8191;0;0;1.1;0.9;220;5
8195;-101.01;-129.29;1.1;0.9;380;5
8200;0;0;1.1;0.9;380;5
8209;83.39;16.5;1.1;0.9;220;5
8214;58.97;11.1;1.1;0.9;220;5
8222;0;0;1.1;0.9;380;5
8225;0;0;1.1;0.9;220;5
8250;196.1;32.1;1.1;0.9;220;5
8255;39.04;13.1;1.1;0.9;220;5
8265;40.44;20.5;1.1;0.9;220;5
8267;0;0;1.1;0.9;380;5
8291;0;0;1.1;0.9;220;5
8293;112.7;14.5;1.1;0.9;220;5
8294;14.22;6.3;1.1;0.9;220;5
8307;0;0;1.1;0.9;220;5
8310;0;0;1.1;0.9;220;5
8311;0;0;1.1;0.9;220;5
8312;0;0;1.1;0.9;380;5
8316;0;0;1.1;0.9;220;5
8328;82.39;14.4;1.1;0.9;220;5
8331;0;0;1.1;0.9;220;5
8334;263.96;-98.64;1.1;0.9;380;5
8347;-2.09;-1.43;1.1;0.9;380;5
8361;126.54;29.1;1.1;0.9;220;5
8367;77.99;19.3;1.1;0.9;220;5
8369;0;0;1.1;0.9;220;5
8373;216.3;-6.9;1.1;0.9;220;5
8397;0;0;1.1;0.9;220;5
8405;40.75;12.5;1.1;0.9;220;5
8406;0;0;1.1;0.9;220;5
8411;39.64;9.6;1.1;0.9;220;5
8439;380.8;62.8;1.1;0.9;220;5
8448;286.1;89.3;1.1;0.9;220;5
8458;0;0;1.1;0.9;380;5
8466;0;0;1.1;0.9;220;5
8467;216.2;75.3;1.1;0.9;220;5
8468;21.42;11.8;1.1;0.9;380;5
8473;0;0;1.1;0.9;220;5
8475;0;0;1.1;0.9;220;5
8477;0;0;1.1;0.9;220;5
8478;0;0;1.1;0.9;220;5
8485;149;99.8;1.1;0.9;220;5
8486;0;0;1.1;0.9;380;5
8487;44.45;7.68;1.1;0.9;380;5
8494;235.97;34.52;1.1;0.9;380;5
8497;38.84;14.2;1.1;0.9;220;5
8507;37.44;9.1;1.1;0.9;220;5
8511;93.6;-43.5;1.1;0.9;220;5
8515;0;0;1.1;0.9;220;5
8522;0;0;1.1;0.9;220;5
8535;72.68;24.3;1.1;0.9;220;5
8542;87.7;26;1.1;0.9;220;5
8546;5.01;1.8;1.1;0.9;220;5
8560;0;0;1.1;0.9;380;5
8564;0;0;1.1;0.9;220;5
8568;175.7;56.2;1.1;0.9;220;5
8578;0;0;1.1;0.9;220;5
8592;0;0;1.1;0.9;220;5
8626;136;36.1;1.1;0.9;220;5
8627;0;0;1.1;0.9;220;5
8628;277.1;37;1.1;0.9;220;5
8636;31.43;10.6;1.1;0.9;220;5
8651;162.49;45.11;1.1;0.9;220;5
8653;44.55;7.5;1.1;0.9;220;5
8656;5.51;1.3;1.1;0.9;220;5
8669;74.98;10.5;1.1;0.9;220;5
8670;0;0;1.1;0.9;220;5
8672;0;0;1.1;0.9;380;5
8676;0;0;1.1;0.9;220;5
8677;0;0;1.1;0.9;220;5
8683;0;0;1.1;0.9;220;5
8689;42.65;18.2;1.1;0.9;220;5
8691;305.04;77.16;1.1;0.9;220;5
8704;180.7;71.8;1.1;0.9;220;5
8707;101.9;24.3;1.1;0.9;220;5
8711;0;0;1.1;0.9;220;5
8721;0;0;1.1;0.9;380;5
8722;0;0;1.1;0.9;220;5
8732;66.27;19.3;1.1;0.9;220;5
8743;11.61;7.6;1.1;0.9;220;5
8748;279.7;4.6;1.1;0.9;220;5
8763;-233.23;29.6;1.1;0.9;380;5
8765;0;0;1.1;0.9;220;5
8787;22.83;8;1.1;0.9;220;5
8788;143.8;46.45;1.1;0.9;220;5
8791;0;0;1.1;0.9;220;5
8795;0;0;1.1;0.9;220;5
8804;22.02;4.4;1.1;0.9;220;5
8807;0;0;1.1;0.9;220;5
8808;203.6;19.81;1.1;0.9;220;5
8809;101.2;-2.9;1.1;0.9;220;5
8818;0;0;1.1;0.9;220;5
8825;406.04;95.5;1.1;0.9;380;5
8829;91.6;27.1;1.1;0.9;220;5
8834;0;0;1.1;0.9;220;5
8835;113.7;22.3;1.1;0.9;220;5
8843;208.7;63;1.1;0.9;220;5
8846;20.82;0;1.1;0.9;220;5
8853;410.3;91.6;1.1;0.9;220;5
8854;69.18;35.1;1.1;0.9;220;5
8860;57.16;19.7;1.1;0.9;220;5
8864;63.31;-9.8;1.1;0.9;220;5
8872;0;0;1.1;0.9;380;5
8873;0;0;1.1;0.9;220;5
8874;285.2;61.4;1.1;0.9;220;5
8877;0;0;1.1;0.9;220;5
8879;0;0;1.1;0.9;220;5
8886;0;0;1.1;0.9;380;5
8887;0;0;1.1;0.9;380;5
8893;278.3;33.6;1.1;0.9;220;5
8900;3.1;1.6;1.1;0.9;220;5
8903;0;0;1.1;0.9;380;5
8906;91;21;1.1;0.9;220;5
8913;0;0;1.1;0.9;220;5
8930;139.4;21.2;1.1;0.9;220;5
8931;-0.56;0;1.1;0.9;380;5
8947;3.7;0.2;1.1;0.9;220;5
8950;0;0;1.1;0.9;220;5
8961;0;0;1.1;0.9;220;5
8975;0;0;1.1;0.9;220;5
8976;0;0;1.1;0.9;220;5
8980;63.97;12.8;1.1;0.9;220;5
8989;88.5;24.5;1.1;0.9;220;5
8992;0;0;1.1;0.9;220;5
8997;0;0;1.1;0.9;380;5
8999;41.15;10.3;1.1;0.9;220;5
9002;119.02;12.54;1.1;0.9;220;5
9011;88.4;25.2;1.1;0.9;220;5
9012;25.63;6.5;1.1;0.9;220;5
9014;70.78;19.6;1.1;0.9;220;5
9018;55.46;16.9;1.1;0.9;220;5
9019;91.4;18.1;1.1;0.9;220;5
9021;152.18;21.63;1.1;0.9;220;5
9033;76.88;16.4;1.1;0.9;220;5
9045;60.57;18.9;1.1;0.9;220;5
9051;0;0;1.1;0.9;220;5
9059;0;0;1.1;0.9;220;5
9065;0;0;1.1;0.9;380;5
9066;23.26;3.01;1.1;0.9;220;5
9067;0;0;1.1;0.9;220;5
9091;0;0;1.1;0.9;220;5
9101;0;0;1.1;0.9;380;5
9108;0;0;1.1;0.9;220;5
9109;0;0;1.1;0.9;220;5
9112;0;0;1.1;0.9;220;5
9119;0;0;1.1;0.9;220;5
9128;50.56;8.7;1.1;0.9;220;5
9130;245.51;9.17;1.1;0.9;220;5
9131;0;0;1.1;0.9;220;5
9137;0;0;1.1;0.9;220;5
9140;0;0;1.1;0.9;220;5
9150;0;0;1.1;0.9;380;5
9155;0;0;1.1;0.9;220;5
9158;54.96;9.42;1.1;0.9;220;5
9164;7.71;2.4;1.1;0.9;220;5
