F_BUS;T_BUS;R;X;BSh;L_SMAX;status
445;244;0.00205911;0.00975556;0.0109951;253.31;1
446;360;0.00041589;0.00514463;0.234184;1189.37;1
453;13;0.00430787;0.0243324;0.00718999;226.69;1
460;305;0.00130852;0.0176285;0.230534;1211.08;1
461;7;0.00348701;0.0233525;0.0297729;311.15;1
465;467;0.00028339;0.00117069;0;99999;1
467;188;0.00703121;0.0532559;0.0407168;187.56;1
468;121;0.000955644;0.0128413;0.261586;1089.73;1
469;306;0.00422112;0.0229097;0.0438245;278.22;1
472;473;0.000234911;0.00106703;0;99999;1
473;377;0.00773654;0.0559391;0.0348232;236.79;1
474;477;0.000293541;0.00115735;0;99999;1
478;7;0.0213225;0.0914343;0.0278942;258.33;1
478;242;0.00771352;0.0314984;0.0101261;293.25;1
478;480;0.00906359;0.052802;0.0266087;244.07;1
479;54;0.00104602;0.014046;0.350355;1207.95;1
487;242;0.00955583;0.0567222;0.00974044;205.85;1
487;441;0.00861538;0.0500581;0.0135023;212.47;1
488;217;0.00386786;0.0223528;0.0133963;251.11;1
488;486;0.00065584;0.00316221;0.00147663;240.65;1
489;89;0.0042275;0.0202284;0.0108331;267.29;1
489;91;0.0040245;0.0220514;0.00641127;262.37;1
490;491;0.000283352;0.00110546;0;99999;1
492;495;0.000223082;0.00118991;0;99999;1
495;234;0.00300018;0.0163325;0.0100254;240.29;1
496;498;0.000260461;0.00102313;0;99999;1
497;96;0.00550502;0.0392586;0.00859406;214.92;1
497;158;0.00972333;0.0560053;0.0120326;264.27;1
498;360;0.00101516;0.0127879;0.280018;1247.99;1
498;446;0.00106712;0.0139619;0.222125;1135.38;1
499;500;0.000251066;0.001098;0;99999;1
21;20;0.000536254;0.0293108;0;390.5;1
26;25;0.000505881;0.0243569;0;506.92;1
42;41;0.000541271;0.0336934;0;461.08;1
42;41;0.000541271;0.0336934;0;461.08;1
42;41;0.000541271;0.0336934;0;461.08;1
53;52;0.000502968;0.0277845;0;628.27;1
53;52;0.000502968;0.0277845;0;628.27;1
53;52;0.000502968;0.0277845;0;628.27;1
91;90;0.000438011;0.0296883;0;509.59;1
91;90;0.000438011;0.0296883;0;509.59;0
91;90;0.000438011;0.0296883;0;509.59;1
98;97;0.000525414;0.0325224;0;362.58;1
107;106;0.000611845;0.0360405;0;478.65;1
107;106;0.000611845;0.0360405;0;478.65;1
107;106;0.000611845;0.0360405;0;478.65;1
120;119;0.000693805;0.0308972;0;409;1
136;135;0.000343226;0.0245211;0;439.36;1
136;135;0.000343226;0.0245211;0;439.36;1
152;151;0.000448214;0.0240375;0;555.68;1
152;151;0.000448214;0.0240375;0;555.68;1
152;151;0.000448214;0.0240375;0;555.68;1
191;190;0.000547832;0.0347294;0;491.96;1
191;190;0.000547832;0.0347294;0;491.96;1
191;190;0.000547832;0.0347294;0;491.96;1
232;231;0.000468765;0.0188084;0;651.35;1
253;252;0.000428145;0.023393;0;496.41;1
253;252;0.000428145;0.023393;0;496.41;1
253;252;0.000428145;0.023393;0;496.41;1
273;275;0.000202221;0.0140924;0;1154.66;1
273;276;0.000217879;0.0120592;0;1154.66;1
274;273;0.000420564;0.0262256;0;620.34;1
278;280;0.000479866;0.0306603;0;321.49;1
278;281;0.00031103;0.0219887;0;319.26;1
279;278;0.000366522;0.019924;0;522.19;1
279;278;0.000366522;0.019924;0;522.19;1
279;278;0.000366522;0.019924;0;522.19;1
282;284;0.000373065;0.0260709;0;379.67;1
282;285;0.000428104;0.0310478;0;376.33;1
282;286;0.000520688;0.0282001;0;370.2;1
282;287;0.000483108;0.0327549;0;368.66;1
282;288;0.000526109;0.0331453;0;367.71;1
282;289;0.000347274;0.0252107;0;367.33;1
283;282;0.000525978;0.0318151;0;471.3;1
283;282;0.000525978;0.0318151;0;471.3;1
283;282;0.000525978;0.0318151;0;471.3;1
291;292;0.35543;11.2968;0;1.3;1
295;297;0.000379185;0.0247737;0;334.88;1
295;298;0.000716326;0.0379339;0;334.69;1
295;299;0.000304059;0.0206591;0;334.28;1
295;300;0.00155879;0.0573822;0;332.41;1
295;301;0.000556456;0.0323544;0;331.98;1
295;302;0.000745624;0.044177;0;323.04;1
296;295;0.000193487;0.0143159;0;544.49;1
296;295;0.000193487;0.0143159;0;544.49;1
296;295;0.000193487;0.0143159;0;544.49;1
304;303;0.000325823;0.0169846;0;458.34;1
309;311;0.0000742139;0.00565391;0;1514.07;1
309;312;0.0000742648;0.00477232;0;1514.07;1
309;313;0.000116301;0.00893914;0;1514.07;1
310;309;0.000378438;0.0230997;0;510.8;1
310;309;0.000378438;0.0230997;0;510.8;1
310;309;0.000378438;0.0230997;0;510.8;1
314;316;0.000895022;0.0359994;0;464.18;1
314;317;0.000445532;0.0275654;0;458.14;1
314;318;0.000625542;0.0256149;0;455.99;1
314;319;0.000342057;0.0201242;0;454.62;1
314;320;0.000536642;0.0307448;0;448.95;1
314;321;0.000523068;0.0259737;0;448.8;1
315;314;0.00074037;0.0388174;0;542.1;1
315;314;0.00074037;0.0388174;0;542.1;1
315;314;0.00074037;0.0388174;0;542.1;1
322;324;0.000631398;0.0400234;0;298.76;1
322;325;0.000759541;0.0412573;0;297.35;1
322;326;0.000829004;0.0525703;0;295.53;1
322;327;0.000777304;0.0484577;0;277.01;1
322;328;0.00056804;0.03834;0;275.26;1
322;329;0.000614253;0.0425834;0;265.86;1
323;322;0.000841043;0.0390368;0;346.56;1
332;334;0.00167281;0.0957987;0;170.24;1
332;335;0.00134301;0.0787655;0;154.25;1
333;332;0.000483225;0.0284723;0;547.14;1
333;332;0.000483225;0.0284723;0;547.14;1
333;332;0.000483225;0.0284723;0;547.14;1
336;338;0.0006169;0.0300775;0;406.98;1
336;339;0.000375045;0.0281773;0;403.31;1
336;340;0.000425368;0.0313458;0;402.98;1
336;341;0.000585813;0.0398156;0;398.26;1
337;336;0.00045459;0.0246348;0;318.58;1
342;343;0.00256944;0.0579654;0;233.13;1
342;344;0.00212206;0.0674639;0;233.13;1
342;345;0.00208414;0.0517834;0;233.13;1
348;347;0.000367495;0.0216598;0;367.28;1
351;350;0.000655327;0.0282606;0;497.16;1
351;350;0.000655327;0.0282606;0;497.16;1
351;350;0.000655327;0.0282606;0;497.16;1
353;354;0.0037841;0.092798;0;143;1
360;362;0.000156351;0.0072342;0;917.15;1
360;363;0.000259699;0.0141725;0;917.15;1
360;364;0.000272146;0.0198633;0;917.15;1
360;365;0.000447041;0.0178606;0;917.15;1
361;360;0.000300251;0.0204296;0;587.59;1
361;360;0.000300251;0.0204296;0;587.59;1
361;360;0.000300251;0.0204296;0;587.59;1
366;367;0.00973151;0.278789;0;26.65;1
366;368;0.0062091;0.220695;0;53.3;1
366;369;0.0199066;0.670544;0;26.65;1
370;371;0.00121619;0.0353293;0;369.46;1
370;372;0.00136545;0.0376173;0;369.46;1
374;375;0.00778775;0.261743;0;38.67;1
377;378;0.000973146;0.0271225;0;301.31;1
377;379;0.0023813;0.0522033;0;301.31;1
377;380;0.00140456;0.0427291;0;301.31;1
377;381;0.0012163;0.0355031;0;301.31;1
387;386;0.00033322;0.022031;0;389.55;1
389;391;0.00028731;0.0204018;0;318.16;1
389;392;0.000625859;0.0329065;0;314.04;1
389;393;0.000638056;0.0360591;0;313.73;1
389;394;0.000617364;0.0389483;0;309.38;1
390;389;0.000382867;0.0282289;0;311.38;1
396;395;0.000250247;0.0162734;0;338.87;1
400;401;0.00320427;0.0964919;0;81.63;1
400;402;0.00430186;0.140434;0;79.62;1
405;407;0.00041892;0.0308071;0;265.3;1
405;408;0.00083897;0.0423468;0;262.28;1
405;409;0.000971538;0.0535648;0;256.22;1
405;410;0.000860625;0.0516558;0;250.09;1
405;411;0.000997296;0.0638117;0;224.22;1
405;412;0.000796356;0.0544798;0;215.78;1
406;405;0.000607729;0.0348525;0;459.57;1
406;405;0.000607729;0.0348525;0;459.57;1
406;405;0.000607729;0.0348525;0;459.57;1
414;416;0.000328892;0.0205281;0;489.82;1
414;417;0.000187472;0.0121387;0;489.77;1
414;418;0.000388416;0.022286;0;485.07;1
414;419;0.000397994;0.0246792;0;479.76;1
414;420;0.000599327;0.0284749;0;478.01;1
415;414;0.000451633;0.0315432;0;342.66;1
422;424;0.000374656;0.0288049;0;425.79;1
422;425;0.000397079;0.0297391;0;420.15;1
422;426;0.000457733;0.0303601;0;410.73;1
422;427;0.000372813;0.0254212;0;408.41;1
422;428;0.000705582;0.034346;0;408.19;1
423;422;0.000384533;0.0274698;0;353.49;1
429;431;0.000636114;0.0356112;0;387.12;1
429;432;0.00061928;0.0294575;0;387.07;1
429;433;0.000360841;0.021624;0;384.73;1
429;434;0.000390259;0.0263657;0;380.48;1
430;429;0.000517158;0.0260834;0;562.02;1
430;429;0.000517158;0.0260834;0;562.02;1
430;429;0.000517158;0.0260834;0;562.02;1
435;437;0.000403932;0.0317548;0;397.18;1
435;438;0.000370298;0.0271126;0;396.44;1
435;439;0.000611676;0.0328839;0;394.96;1
435;440;0.000451306;0.0331002;0;389.79;1
436;435;0.000398002;0.0225429;0;572.43;1
436;435;0.000398002;0.0225429;0;572.43;1
436;435;0.000398002;0.0225429;0;572.43;1
442;443;0.0867196;2.26916;0;7.8;1
442;444;0.0591784;2.10181;0;7.8;1
446;448;0.000566023;0.0321282;0;448.62;1
446;449;0.000634471;0.0322695;0;445.75;1
446;450;0.000601573;0.0324325;0;440.53;1
446;451;0.000550115;0.0295676;0;440.38;1
446;452;0.000410283;0.0268188;0;439.43;1
447;446;0.000473004;0.0270653;0;367.94;1
454;456;0.000848903;0.0505189;0;361.49;1
454;457;0.000467442;0.0257805;0;361.03;1
454;458;0.000912461;0.0433306;0;360.57;1
454;459;0.000531627;0.0324517;0;339.59;1
455;454;0.000367379;0.021975;0;582.29;1
455;454;0.000367379;0.021975;0;582.29;1
455;454;0.000367379;0.021975;0;582.29;1
460;462;0.000447913;0.0301375;0;434.07;1
460;463;0.000412705;0.0269158;0;429.97;1
460;464;0.000525174;0.0298652;0;426.71;1
461;460;0.000576084;0.0326432;0;473.41;1
465;466;0.00519083;0.160302;0;67.87;1
468;470;0.000274786;0.0187972;0;731.25;1
468;471;0.000254801;0.0158162;0;731.25;1
469;468;0.000424583;0.0249647;0;380.87;1
474;475;0.00358362;0.119106;0;75.92;1
474;476;0.00993187;0.305499;0;45.12;1
479;481;0.000374809;0.023707;0;523.33;1
479;482;0.000462701;0.0279948;0;523.33;1
479;483;0.000374996;0.0214192;0;523.33;1
479;484;0.000462963;0.0284119;0;523.33;1
479;485;0.000279259;0.0206554;0;523.33;1
480;479;0.00047645;0.0299622;0;565.77;1
480;479;0.00047645;0.0299622;0;565.77;1
480;479;0.00047645;0.0299622;0;565.77;1
492;493;0.0022567;0.058447;0;182;1
492;494;0.00107207;0.0353021;0;182;1
497;496;0.000512239;0.0372062;0;335.52;1
