bus;Pg;Qg;Qmax;Qmin;Vg;mBase;status;Pmax;Pmin;c2;c1;c0
1141;427.725;0;500;-500;1;100;1;513.27;342.18;0;18.585659;0
1146;261.65;0;500;-500;1;100;1;334.39;188.91;0;38.753381;0
1150;145;0;110;-110;1;100;1;290;0;0;35.130383;0
1153;232.965;0;500;-500;1;100;1;303.22;162.71;0;29.022201;0
1157;295.01;0;500;-500;1;100;1;354.01;236.01;0;24.340554;0
1158;138;0;110;-110;1;100;1;276;0;0;33.415331;0
1168;0;0;33.33;-33.33;1;100;0;63;28.5;0;34.098151;0
1176;0;0;18.53;-18.53;1;55.6;0;58.8;47.5;0;59.706505;0
1176;0;0;18.53;-18.53;1;55.6;0;295;0;0;31.495908;0
1185;38.39;0;500;-500;1;100;1;48.7;28.08;0;29.97034;0
1187;0;0;22.5;-22.5;1;67.5;0;265;0;0;9.981204;0
1187;0;0;22.5;-22.5;1;67.5;0;60.43;14.25;0;105.03707;0
1193;112.22;0;500;-500;1;100;1;129.24;95.2;0;45.9419;0
1195;0;0;19.29;-19.29;1;57.87;0;46.2;11.4;0;41.526198;0
1197;0;0;33.13;-33.13;1;99.38;0;269;0;0;13.722954;0
1197;0;0;23.05;-23.05;1;69.15;0;295;0;0;50.035296;0
1197;0;0;16.24;-16.24;1;48.71;0;40.14;25.14;0;49.260142;0
1204;0;0;18.53;-18.53;1;55.6;0;231;0;0;18.310093;0
1204;0;0;18.53;-18.53;1;55.6;0;57.75;47.5;0;36.242343;0
1205;130.55;0;500;-500;1;100;1;258;3.1;0;34.051042;0
1207;0;0;67.75;-67.75;1;203.25;0;173.25;50.54;0;30.813125;0
1208;42.27;0;500;-500;1;100;1;52.93;31.61;0;50.37929;0
1209;53.605;0;500;-500;1;100;1;65.3;41.91;0;113.15077;0
1214;91.035;0;500;-500;1;100;1;106.13;75.94;0;26.520113;0
1217;112.185;0;500;-500;1;100;1;129.2;95.17;0;48.203695;0
1221;136.915;-51.945;66.11;-170;1;100;1;270;3.83;0;29.732996;0
1227;136.195;94.515;192;-2.97;1;27.8;1;265;7.39;0;25.931016;0
1227;0;0;9.27;-9.27;1;27.8;0;25.2;4.75;0;45.472772;0
1233;52.885;0;500;-500;1;100;1;64.51;41.26;0;25.706117;0
1242;0;0;9.27;-9.27;1;27.8;0;26.25;4.75;0;107.931591;0
1242;0;0;9.27;-9.27;1;27.8;0;25.2;1.9;0;121.162111;0
1248;66.37;0;500;-500;1;100;1;79.22;53.52;0;52.442029;0
1249;127;48.5;196;-99;1;100;1;254;0;0;36.581404;0
1252;45.65;0;500;-500;1;100;1;56.62;34.68;0;98.987827;0
1255;134.07;0;500;-500;1;100;1;260;8.14;0;27.285326;0
1257;130.935;94.875;190;-0.25;1;200;1;200;61.87;0;17.08074;0
1258;60.43;0;23.83;-23.83;1;100;1;100;20.86;0;27.733335;0
1259;121.77;0;500;-500;1;100;1;162.96;80.58;0;29.154221;0
1260;51.4;0;14.96;-14.96;1;100;1;100;2.8;0;29.706796;0
1263;300;0;11.25;-11.25;1;500;1;500;100;0;34.472843;0
1264;0;0;33.33;-33.33;1;100;0;295;9.14;0;30.712727;0
1265;53.585;0;20.36;-20.36;1;100;1;100;7.17;0;60.419226;0
1266;130.935;97.375;195;-0.25;1;200;1;200;61.87;0;16.733205;0
1267;137.5;0;576;-576;1;100;1;275;0;0;32.1055;0
1267;1520.165;0;500;-500;1;100;1;1824.2;1216.13;0;29.029176;0
1268;132;0;124.72;-124.72;1;100;1;264;0;0;46.797673;0
1268;540.465;0;500;-500;1;100;1;685.53;395.4;0;7.066527;0
1269;51.4;0;14.81;-14.81;1;100;1;100;2.8;0;25.432385;0
1270;60;0;23.87;-23.87;1;100;1;100;20;0;44.982805;0
1271;250;0;88.87;-88.87;1;400;1;400;100;0;29.629324;0
1272;55.665;0;16.96;-16.96;1;100;1;100;11.33;0;46.151564;0
1275;56.72;0;16.29;-16.29;1;100;1;100;13.44;0;27.867663;0
1276;250;0;88.87;-88.87;1;400;1;400;100;0;34.815641;0
1280;300;0;11.25;-11.25;1;500;1;500;100;0;43.808822;0
1282;58.335;0;21.87;-21.87;1;100;1;100;16.67;0;25.771866;0
1283;250;0;94.68;-94.68;1;400;1;400;100;0;45.500289;0
1286;60;0;22.29;-22.29;1;100;1;100;20;0;31.336258;0
1287;58.335;0;21.87;-21.87;1;100;1;100;16.67;0;31.035263;0
1288;125.525;0;500;-500;1;100;1;201.36;49.69;0;39.752763;0
1289;53.5;0;14.19;-14.19;1;100;1;100;7;0;45.052523;0
1291;55;97.365;200;-5.27;1;100;1;100;10;0;46.895437;0
1293;51.6;0;14.76;-14.76;1;100;1;100;3.2;0;28.447748;0
1295;130.5;0;196.72;-196.72;1;100;1;261;0;0;22.517054;0
1295;321.87;0;500;-500;1;100;1;386.24;257.5;0;17.493708;0
1296;52.935;0;11.49;-11.49;1;100;1;100;5.87;0;39.997587;0
1297;300;0;10.46;-10.46;1;500;1;500;100;0;28.829169;0
1298;53.335;84.52;178;-8.96;1;100;1;100;6.67;0;24.260997;0
1299;51.735;0;15.84;-15.84;1;100;1;100;3.47;0;20.613424;0
1300;127.65;95.025;191;-0.95;1;200;1;200;55.3;0;43.74809;0
1301;53.5;0;14.19;-14.19;1;100;1;100;7;0;26.412493;0
1302;53.335;86.02;181;-8.96;1;100;1;100;6.67;0;19.390653;0
1304;51.735;0;15.84;-15.84;1;100;1;100;3.47;0;14.064291;0
1305;53.335;85.265;180;-9.47;1;100;1;100;6.67;0;33.222919;0
1307;148;0;179.64;-179.64;1;100;1;296;0;0;34.305348;0
1307;129.96;0;500;-500;1;100;1;148.59;111.33;0;38.766624;0
1311;60.45;0;34.68;-34.68;1;100;1;100;20.9;0;39.054632;0
1312;58.405;4.55;45.5;-36.4;1;100;1;100;16.81;0;33.355008;0
1316;307.225;0;500;-500;1;100;1;391.25;223.2;0;43.348998;0
1321;57.425;0;21.85;-21.85;1;100;1;100;14.85;0;23.860982;0
1324;57.425;0;48.87;-48.87;1;100;1;100;14.85;0;47.643964;0
1325;57.425;0;48.87;-48.87;1;100;1;100;14.85;0;26.17479;0
1327;60.45;0;34.68;-34.68;1;100;1;100;20.9;0;21.620763;0
1332;58.935;0;29.48;-29.48;1;100;1;100;17.87;0;32.160614;0
1333;58.935;0;29.48;-29.48;1;100;1;100;17.87;0;33.54999;0
1334;144.5;0;204.62;-204.62;1;100;1;289;0;0;35.957754;0
1334;1355.925;0;500;-500;1;100;1;1627.11;1084.74;0;19.202156;0
1335;57.485;0;56.99;-56.99;1;100;1;100;14.97;0;36.510376;0
1338;56.175;0;43.22;-43.22;1;100;1;100;12.35;0;31.237592;0
1339;56.175;0;43.22;-43.22;1;100;1;100;12.35;0;26.698534;0
1340;56.79;0;20.9;-20.9;1;100;1;100;13.58;0;40.503578;0
1345;56.175;0;43.22;-43.22;1;100;1;100;12.35;0;29.228255;0
1346;69.4;0;500;-500;1;100;1;82.53;56.27;0;23.344661;0
1349;58.935;0;29.48;-29.48;1;100;1;100;17.87;0;41.034608;0
1350;58.935;0;29.48;-29.48;1;100;1;100;17.87;0;38.567911;0
1354;57.485;0;56.99;-56.99;1;100;1;100;14.97;0;30.909022;0
1355;57.485;0;56.99;-56.99;1;100;1;100;14.97;0;16.088685;0
1356;57.425;0;21.85;-21.85;1;100;1;100;14.85;0;11.645505;0
1357;57.425;0;21.85;-21.85;1;100;1;100;14.85;0;36.814055;0
1358;56.79;0;20.9;-20.9;1;100;1;100;13.58;0;36.74236;0
1359;56.79;0;20.9;-20.9;1;100;1;100;13.58;0;19.531444;0
1360;57.425;0;21.85;-21.85;1;100;1;100;14.85;0;14.402072;0
1364;951.445;0;500;-500;1;100;1;1408.15;494.74;0;15.900839;0
1366;42.17;0;500;-500;1;100;1;52.82;31.52;0;44.750837;0
1367;451.4;0;500;-500;1;100;1;713.94;188.86;0;17.576529;0
1372;0;0;33.33;-33.33;1;100;0;32.15;17.15;0;42.835314;0
1375;346.795;0;500;-500;1;100;1;475.03;218.56;0;34.366158;0
1389;479.26;0;500;-500;1;100;1;641.36;317.16;0;32.071283;0
1394;253.445;0;500;-500;1;100;1;364.72;142.17;0;30.119677;0
1395;416.31;0;500;-500;1;100;1;499.57;333.05;0;24.374198;0
1396;311.625;0;500;-500;1;100;1;373.95;249.3;0;33.905738;0
1399;62.615;0;68.26;-68.26;1;100;1;100;25.23;0;32.472139;0
1403;140.5;0;86.68;-86.68;1;100;1;281;0;0;28.044485;0
1403;304.335;0;500;-500;1;100;1;461.7;146.97;0;20.60061;0
1408;828.815;0;500;-500;1;100;1;1266.49;391.14;0;43.903671;0
1412;322.795;0;292.38;-292.38;1;100;1;479.99;165.6;0;41.303378;0
1413;162.425;0;292.36;-292.36;1;100;1;324.85;0;0;16.43452;0
1417;0;0;33.33;-33.33;1;100;0;225.44;210.44;0;36.981771;0
1418;90.2;0;500;-500;1;100;1;149.1;31.3;0;34.3818;0
1421;35.845;0;500;-500;1;100;1;59.42;12.27;0;49.910872;0
1434;0;0;33.33;-33.33;1;100;0;142.17;127.17;0;29.395376;0
1454;24.23;0;500;-500;1;100;1;33.25;15.21;0;25.3003;0
1462;117.345;0;500;-500;1;100;1;134.85;99.84;0;36.033675;0
1466;134.065;0;500;-500;1;100;1;166.33;101.8;0;36.252579;0
1467;138.5;0;63.58;-63.58;1;100;1;277;0;0;24.856681;0
1471;0;0;33.33;-33.33;1;100;0;270;1.16;0;28.775389;0
1484;156.375;0;500;-500;1;100;1;187.65;125.1;0;34.378213;0
1487;129.065;0;48.4;-48.4;1;200;1;200;58.13;0;37.183651;0
1488;129.065;0;48.4;-48.4;1;200;1;200;58.13;0;30.022952;0
1491;0;0;33.33;-33.33;1;100;0;184.95;169.95;0;16.304553;0
1494;117.355;0;17.74;-17.74;1;200;1;200;34.71;0;15.208808;0
1495;406.95;0;500;-500;1;100;1;488.34;325.56;0;22.438435;0
1509;118.355;0;38.72;-38.72;1;200;1;200;36.71;0;32.80494;0
1510;118.355;0;38.72;-38.72;1;200;1;200;36.71;0;34.766509;0
1516;167.045;0;500;-500;1;100;1;200.45;133.64;0;22.372604;0
1519;129.065;0;48.4;-48.4;1;200;1;200;58.13;0;47.285946;0
1523;119.005;0;30.93;-30.93;1;200;1;200;38.01;0;42.48001;0
1524;119.005;0;30.93;-30.93;1;200;1;200;38.01;0;25.892502;0
1525;119.005;0;30.93;-30.93;1;200;1;200;38.01;0;18.965781;0
1526;129.065;0;48.4;-48.4;1;200;1;200;58.13;0;49.115571;0
1527;180.035;0;500;-500;1;100;1;216.04;144.03;0;34.764465;0
1528;120.63;0;34.09;-34.09;1;200;1;200;41.26;0;31.425706;0
1529;120.63;0;34.09;-34.09;1;200;1;200;41.26;0;37.355321;0
1532;339.025;0;500;-500;1;100;1;572.65;105.4;0;31.853889;0
1535;0;0;33.33;-33.33;1;100;0;297;3.06;0;16.319527;0
1536;239.075;0;500;-500;1;100;1;286.89;191.26;0;34.257348;0
1539;0;0;18.33;-18.33;1;55;0;55;23;0;33.638261;0
1539;0;0;16.67;-16.67;1;50;0;50;25;0;30.930506;0
1540;15;-76.5;20;-173;1;23;1;23;7;0;117.08287;0
1540;0;0;16.67;-16.67;1;50;0;50;25;0;38.715458;0
1550;0;0;33.33;-33.33;1;100;0;296;2.01;0;17.649286;0
1562;0;0;2.33;-2.33;1;7;0;264;5;0;32.46029;0
1573;0;0;33.33;-33.33;1;100;0;38.82;23.82;0;25.27316;0
1576;0;0;33.33;-33.33;1;100;0;32.28;17.28;0;105.613899;0
1593;57;0;573.45;-573.45;1;100;1;114;0;0;20.72586;0
1600;0;0;33.33;-33.33;1;100;0;486.11;471.11;0;33.063866;0
1613;27.57;0;500;-500;1;100;1;52.81;2.33;0;29.994107;0
1633;0;0;33.33;-33.33;1;100;0;27.01;12.01;0;35.31532;0
1638;173.42;0;500;-500;1;100;1;327.63;19.21;0;35.946062;0
1644;142;0;79.66;-79.66;1;100;1;284;0;0;34.943864;0
1653;188.79;0;500;-500;1;100;1;226.55;151.03;0;28.830549;0
1657;63.41;86.495;179;-6.01;1;100;1;100;26.82;0;21.607714;0
1665;43.58;0;500;-500;1;100;1;79.81;7.35;0;34.396195;0
1668;57.835;94.29;198;-9.42;1;100;1;100;15.67;0;20.568176;0
1679;40.33;0;500;-500;1;100;1;52.72;27.94;0;42.038068;0
1684;0;0;33.33;-33.33;1;100;0;275;6.39;0;20.884222;0
1685;134;0;63.06;-63.06;1;100;1;268;0;0;23.980381;0
1686;179.19;0;500;-500;1;100;1;216.57;141.81;0;11.847516;0
1688;0;0;33.33;-33.33;1;100;0;32.53;17.53;0;23.558557;0
1691;58.765;0;27.33;-27.33;1;100;1;100;17.53;0;38.40692;0
1693;60.155;0;38.4;-38.4;1;100;1;100;20.31;0;34.814196;0
1697;450;0;80.56;-80.56;1;700;1;700;200;0;7.251874;0
1699;148.5;0;65.26;-65.26;1;100;1;297;0;0;58.312365;0
1703;300;0;42.43;-42.43;1;500;1;500;100;0;34.367444;0
1712;148.5;0;107.68;-107.68;1;100;1;297;0;0;21.617878;0
1713;60.105;0;23.74;-23.74;1;100;1;100;20.21;0;26.295743;0
1714;0;0;33.33;-33.33;1;100;0;51.71;36.71;0;130.866459;0
1718;53.585;0;35.31;-35.31;1;100;1;100;7.17;0;27.075823;0
1727;300;0;10.11;-10.11;1;500;1;500;100;0;20.500079;0
1729;58.485;0;24.75;-24.75;1;100;1;100;16.97;0;34.257849;0
1730;58.465;0;15.12;-15.12;1;100;1;100;16.93;0;31.464933;0
1736;57.835;91.29;192;-9.42;1;100;1;100;15.67;0;34.011031;0
1740;0;0;33.33;-33.33;1;100;0;115.62;100.62;0;39.910242;0
1742;60.915;0;11.1;-11.1;1;100;1;100;21.83;0;49.829204;0
1743;60.915;0;11.1;-11.1;1;100;1;100;21.83;0;27.877154;0
1744;60.915;0;11.1;-11.1;1;100;1;100;21.83;0;5.805263;0
1745;60.915;0;11.1;-11.1;1;100;1;100;21.83;0;33.39187;0
1746;60.095;0;18.23;-18.23;1;100;1;100;20.19;0;42.058594;0
1747;60.095;0;18.23;-18.23;1;100;1;100;20.19;0;25.570799;0
1751;136.5;0;106.08;-106.08;1;100;1;273;0;0;26.933617;0
1752;58.425;0;18.8;-18.8;1;100;1;100;16.85;0;27.18697;0
1753;63.41;88.495;183;-6.01;1;100;1;100;26.82;0;34.084939;0
1758;149;0;160;-160;1;100;1;298;0;0;23.081944;0
1759;25.07;0;500;-500;1;100;1;38.01;12.13;0;35.485264;0
1762;24.59;0;500;-500;1;100;1;37.31;11.87;0;31.230723;0
1771;0;0;33.33;-33.33;1;100;0;262;2.8;0;49.342031;0
1780;149;0;64.42;-64.42;1;100;1;298;0;0;32.931894;0
1782;57.835;87.79;185;-9.42;1;100;1;100;15.67;0;19.766547;0
1783;58.425;0;18.8;-18.8;1;100;1;100;16.85;0;26.657404;0
1790;63.41;92.495;191;-6.01;1;100;1;100;26.82;0;42.898477;0
1791;63.41;95.495;197;-6.01;1;100;1;100;26.82;0;38.418302;0
1793;125.5;0;71.96;-71.96;1;100;1;251;0;0;26.424205;0
1794;0;0;33.33;-33.33;1;100;0;68.82;53.82;0;104.569475;0
1803;51.29;0;500;-500;1;100;1;99.73;2.85;0;20.863844;0
1808;57.205;86.6;180;-6.8;1;100;1;100;14.41;0;40.795667;0
1809;57.205;94.6;196;-6.8;1;100;1;100;14.41;0;25.840276;0
1810;57.205;89.6;186;-6.8;1;100;1;100;14.41;0;37.103517;0
1811;60.105;0;23.74;-23.74;1;100;1;100;20.21;0;36.208286;0
1812;60.105;0;23.74;-23.74;1;100;1;100;20.21;0;38.451956;0
1814;0;0;33.33;-33.33;1;100;0;53.46;38.46;0;33.700255;0
1818;129;0;89.92;-89.92;1;100;1;258;0;0;26.44294;0
1821;133.41;0;240.14;-240.14;1;100;1;266.82;0;0;48.844231;0
1822;133.41;0;240.14;-240.14;1;100;1;266.82;0;0;22.787736;0
1823;133.41;0;240.14;-240.14;1;100;1;266.82;0;0;23.500695;0
1824;133.405;0;240.13;-240.13;1;100;1;266.81;0;0;41.051635;0
1826;36.18;0;65.12;-65.12;1;100;1;72.36;0;0;36.584944;0
1828;36.18;0;65.12;-65.12;1;100;1;72.36;0;0;100.435978;0
1830;72.45;0;104.33;-104.33;1;100;1;144.9;0;0;34.172611;0
1832;72.45;0;104.33;-104.33;1;100;1;144.9;0;0;31.55187;0
1834;72.45;0;104.33;-104.33;1;100;1;144.9;0;0;32.565197;0
1841;373.495;0;500;-500;1;100;1;454.96;292.03;0;32.949839;0
1863;128.08;0;500;-500;1;100;1;149.1;107.06;0;43.462062;0
1864;0;0;33.33;-33.33;1;100;0;73;58;0;112.564906;0
1887;0;0;33.33;-33.33;1;100;0;115.11;100.11;0;29.685789;0
1929;0;0;33.33;-33.33;1;100;0;32.91;17.91;0;24.998243;0
1932;30.29;0;500;-500;1;100;1;43.57;17.01;0;33.018951;0
1934;23.44;0;33.75;-33.75;1;100;1;46.88;0;0;34.710434;0
1936;23.44;0;33.75;-33.75;1;100;1;46.88;0;0;41.232866;0
1937;52.82;0;500;-500;1;100;1;64.44;41.2;0;32.254899;0
1939;21.565;0;31.05;-31.05;1;100;1;43.13;0;0;46.693405;0
1940;21.565;0;31.05;-31.05;1;100;1;43.13;0;0;30.957292;0
1943;34.69;0;49.95;-49.95;1;100;1;69.38;0;0;121.34969;0
1947;9.375;0;13.5;-13.5;1;100;1;18.75;0;0;23.322932;0
1948;9.375;0;13.5;-13.5;1;100;1;18.75;0;0;37.197899;0
1949;9.375;0;13.5;-13.5;1;100;1;18.75;0;0;23.256861;0
1953;43.885;0;63.18;-63.18;1;100;1;87.77;0;0;26.82067;0
1955;16.925;0;24.37;-24.37;1;100;1;33.85;0;0;117.32204;0
1958;23.64;0;500;-500;1;100;1;34.72;12.56;0;38.835222;0
1959;0;0;33.33;-33.33;1;100;0;34.71;19.71;0;20.704072;0
1961;62.38;0;500;-500;1;100;1;76.89;47.87;0;25.859729;0
1966;26.435;0;500;-500;1;100;1;43.63;9.24;0;55.966876;0
1968;0;0;33.33;-33.33;1;100;0;95.57;80.57;0;36.066203;0
1972;79.13;0;500;-500;1;100;1;93.14;65.12;0;49.83296;0
1983;0;0;33.33;-33.33;1;100;0;35.05;20.05;0;116.408825;0
1989;23.44;0;33.75;-33.75;1;100;1;46.88;0;0;46.481242;0
1997;14.065;0;20.25;-20.25;1;100;1;28.13;0;0;115.963708;0
2000;0;0;33.33;-33.33;1;100;0;47.76;32.76;0;111.848792;0
2001;27.02;0;500;-500;1;100;1;47.75;6.29;0;103.530077;0
2004;34.7;0;500;-500;1;100;1;44.67;24.73;0;4.265962;0
2016;220.345;0;396.62;-396.62;1;100;1;440.69;0;0;37.409297;0
2017;220.335;0;396.6;-396.6;1;100;1;440.67;0;0;52.615184;0
2019;0;0;33.33;-33.33;1;100;0;273;0;0;49.939553;0
2020;0;0;33.33;-33.33;1;100;0;253;0;0;20.649868;0
2022;0;0;33.33;-33.33;1;100;0;264;0;0;40.307763;0
2023;0;0;33.33;-33.33;1;100;0;269;0;0;32.159124;0
2024;0;0;33.33;-33.33;1;100;0;278;0;0;25.561787;0
2025;0;0;33.33;-33.33;1;100;0;281;0;0;26.795306;0
2027;212.305;0;382.15;-382.15;1;100;1;424.61;0;0;21.868543;0
2028;212.32;0;382.17;-382.17;1;100;1;424.64;0;0;31.859856;0
2030;211.78;0;381.21;-381.21;1;100;1;423.56;0;0;23.258425;0
2031;211.78;0;381.2;-381.2;1;100;1;423.56;0;0;10.741457;0
2033;214.825;0;386.68;-386.68;1;100;1;429.65;0;0;30.66342;0
2034;214.81;0;386.66;-386.66;1;100;1;429.62;0;0;11.030898;0
2035;0;0;33.33;-33.33;1;100;0;269;0;0;18.659126;0
2037;170.025;0;306.05;-306.05;1;100;1;340.05;0;0;24.664452;0
2038;170.025;0;306.05;-306.05;1;100;1;340.05;0;0;42.538624;0
2039;170.025;0;306.05;-306.05;1;100;1;340.05;0;0;22.956693;0
2041;211.14;0;380.05;-380.05;1;100;1;422.28;0;0;34.032126;0
2042;209.445;0;377;-377;1;100;1;418.89;0;0;31.060621;0
2043;770.925;0;500;-500;1;100;1;919.14;622.71;0;21.275461;0
2045;185.75;0;334.35;-334.35;1;100;1;371.5;0;0;39.596408;0
2046;185.75;0;334.35;-334.35;1;100;1;371.5;0;0;34.643596;0
2047;185.75;0;334.35;-334.35;1;100;1;371.5;0;0;42.861273;0
2048;189.465;0;500;-500;1;100;1;246.23;132.7;0;35.651919;0
2050;215.12;0;387.22;-387.22;1;100;1;430.24;0;0;50.499509;0
2059;0;0;33.33;-33.33;1;100;0;261;0;0;26.408574;0
2062;219.665;0;395.39;-395.39;1;100;1;439.33;0;0;27.061313;0
2062;196.125;0;296.55;-296.55;1;100;1;392.25;0;0;22.153121;0
2062;196.125;0;296.55;-296.55;1;100;1;392.25;0;0;25.014755;0
2066;0;0;33.33;-33.33;1;100;0;266;0;0;47.293881;0
2067;0;0;33.33;-33.33;1;100;0;259;0;0;28.943475;0
2067;0;0;33.33;-33.33;1;100;0;281;0;0;27.783027;0
2068;1489.73;0;500;-500;1;100;1;1758.37;1221.09;0;24.076174;0
2072;99.775;0;500;-500;1;100;1;142.97;56.58;0;31.553409;0
2075;129.705;0;500;-500;1;100;1;254.02;5.39;0;35.423581;0
2081;295.445;0;500;-500;1;100;1;354.53;236.36;0;58.226737;0
2091;38.405;0;500;-500;1;100;1;50.39;26.42;0;46.562918;0
2120;0;0;33.33;-33.33;1;100;0;288;0;0;9.437812;0
2121;0;0;33.33;-33.33;1;100;0;295;0;0;41.63828;0
2122;0;0;33.33;-33.33;1;100;0;280;0;0;34.164983;0
2123;0;0;33.33;-33.33;1;100;0;266;0;0;38.977513;0
2159;0;0;33.33;-33.33;1;100;0;289;0.08;0;47.213613;0
2177;43.655;0;500;-500;1;100;1;54.44;32.87;0;39.817202;0
2194;19.575;0;28.19;-28.19;1;100;1;39.15;0;0;27.345005;0
2198;16.2;0;23.33;-23.33;1;100;1;32.4;0;0;115.43705;0
2200;16.2;0;23.33;-23.33;1;100;1;32.4;0;0;116.05501;0
2202;17.905;0;25.78;-25.78;1;100;1;35.81;0;0;34.309609;0
2208;31.05;0;44.71;-44.71;1;100;1;62.1;0;0;12.462119;0
2210;31.05;0;44.71;-44.71;1;100;1;62.1;0;0;58.447609;0
2212;21.565;0;31.05;-31.05;1;100;1;43.13;0;0;45.734019;0
2213;21.565;0;31.05;-31.05;1;100;1;43.13;0;0;39.569356;0
2216;146;88.125;183;-6.75;1;100;1;292;0;0;15.553193;0
2218;20.345;0;29.3;-29.3;1;100;1;40.69;0;0;43.186542;0
2226;17.495;0;25.19;-25.19;1;100;1;34.99;0;0;33.699105;0
2228;12.49;0;17.98;-17.98;1;100;1;24.98;0;0;14.972651;0
2232;17.455;0;25.14;-25.14;1;100;1;34.91;0;0;116.152963;0
2234;45.225;0;65.12;-65.12;1;100;1;90.45;0;0;59.300722;0
2236;14.435;0;20.79;-20.79;1;100;1;28.87;0;0;128.025954;0
2248;0;0;33.33;-33.33;1;100;0;299;0.13;0;36.653906;0
2291;121.55;0;13.9;-13.9;1;200;1;200;43.1;0;38.704025;0
2292;0;0;33.33;-33.33;1;100;0;98.96;83.96;0;26.881189;0
2297;0;0;33.33;-33.33;1;100;0;290;1.56;0;30.349073;0
2299;60.595;0;18.79;-18.79;1;100;1;100;21.19;0;33.384045;0
2302;60.595;0;18.79;-18.79;1;100;1;100;21.19;0;50.803101;0
2304;121.55;0;13.9;-13.9;1;200;1;200;43.1;0;21.153777;0
2309;0;0;33.33;-33.33;1;100;0;286;7.56;0;24.060897;0
2335;60.25;0;500;-500;1;100;1;110.96;9.54;0;22.19172;0
2339;0;0;33.33;-33.33;1;100;0;91.28;76.28;0;23.673823;0
2341;60.595;0;18.79;-18.79;1;100;1;100;21.19;0;25.787247;0
2347;0;0;75;-75;1;225;0;225;129;0;30.745543;0
2347;0;0;75;-75;1;225;0;225;129;0;36.135044;0
2347;0;0;33.33;-33.33;1;100;0;56.85;41.85;0;112.649215;0
2350;0;0;33.33;-33.33;1;100;0;66.71;51.71;0;29.481954;0
2363;29.955;0;500;-500;1;100;1;42.51;17.4;0;29.610213;0
2367;19.245;0;500;-500;1;100;1;28.35;10.14;0;30.857642;0
2368;0;0;33.33;-33.33;1;100;0;31.45;16.45;0;113.591336;0
2370;0;0;33.33;-33.33;1;100;0;282;3.25;0;24.735171;0
2374;0;0;33.33;-33.33;1;100;0;53.61;38.61;0;38.695364;0
2382;0;0;33.33;-33.33;1;100;0;255;3.5;0;15.460997;0
2386;9.575;13.5;192;-165;1;17.9;1;17.15;2;0;115.713991;0
2386;9.575;12.5;196;-171;1;17.35;1;17.15;2;0;30.838121;0
2386;9.575;4;193;-185;1;17.35;1;17.15;2;0;108.721681;0
2386;135.5;8;197;-181;1;4.56;1;271;0;0;42.842352;0
2386;125.5;7;198;-184;1;5.04;1;251;0;0;29.037242;0
2386;0;0;4.67;-4.67;1;14;0;14;2;0;23.355989;0
2394;0;0;33.33;-33.33;1;100;0;36.76;21.76;0;101.556751;0
2409;58.285;0;12.5;-12.5;1;100;1;100;16.57;0;31.140867;0
2414;56.265;0;16.98;-16.98;1;100;1;100;12.53;0;50.499599;0
2415;56.265;0;16.98;-16.98;1;100;1;100;12.53;0;17.197556;0
2416;56.265;0;16.98;-16.98;1;100;1;100;12.53;0;25.334335;0
2417;56.265;0;16.98;-16.98;1;100;1;100;12.53;0;51.040277;0
2418;56.265;0;16.98;-16.98;1;100;1;100;12.53;0;19.154438;0
2419;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;21.255843;0
2420;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;32.932511;0
2424;131.76;0;22.42;-22.42;1;200;1;200;63.52;0;44.559869;0
2428;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;27.05051;0
2429;54.22;0;12.33;-12.33;1;100;1;100;8.44;0;38.627441;0
2430;58.285;0;12.5;-12.5;1;100;1;100;16.57;0;31.454656;0
2431;54.22;0;12.33;-12.33;1;100;1;100;8.44;0;40.631268;0
2432;63.08;0;14.33;-14.33;1;100;1;100;26.16;0;10.510846;0
2434;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;20.592378;0
2435;64.9;0;10.84;-10.84;1;100;1;100;29.8;0;49.877332;0
2436;64.9;0;10.84;-10.84;1;100;1;100;29.8;0;39.235757;0
2438;63.08;0;14.33;-14.33;1;100;1;100;26.16;0;12.580449;0
2442;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;44.996436;0
2443;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;41.016214;0
2444;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;38.857198;0
2445;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;34.623731;0
2446;59.895;0;14.48;-14.48;1;100;1;100;19.79;0;37.299675;0
2448;413.84;0;500;-500;1;100;1;496.61;331.07;0;34.802084;0
2449;250;0;81.34;-81.34;1;400;1;400;100;0;31.272873;0
2451;0;0;33.33;-33.33;1;100;0;94.11;79.11;0;40.717974;0
2452;122.965;0;35.21;-35.21;1;200;1;200;45.93;0;41.08258;0
2453;126.125;0;46.41;-46.41;1;200;1;200;52.25;0;41.823291;0
2459;133;0;100.32;-100.32;1;100;1;266;0;0;40.697757;0
2459;1176.525;0;500;-500;1;100;1;1411.83;941.22;0;10.225099;0
2460;0;0;33.33;-33.33;1;100;0;63.15;48.15;0;21.17012;0
2461;250;0;81.34;-81.34;1;400;1;400;100;0;39.161575;0
2464;80.76;0;500;-500;1;100;1;94.92;66.6;0;38.148939;0
