bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
427;1;0;0;0;0;7;1;0;138;7;1.1;0.9
428;1;0;0;0;0;7;1;0;138;7;1.1;0.9
429;1;6.13;1.49;0;0;7;1;0;33;7;1.1;0.9
430;1;2.59;7.63;0;0;7;1;0;33;7;1.1;0.9
431;1;41.76;10.31;0;0;7;1;0;33;7;1.1;0.9
432;1;7.94;1.09;0;0;7;1;0;33;7;1.1;0.9
433;1;50.34;10.11;0;0;7;1;0;33;7;1.1;0.9
434;1;4.71;0.69;0;0;7;1;0;33;7;1.1;0.9
435;1;0;0;0;0;7;1;0;33;7;1.1;0.9
436;1;0.54;0.2;0;0;7;1;0;33;7;1.1;0.9
437;1;34.06;4.86;0;0;7;1;0;33;7;1.1;0.9
438;2;0;0;0;0;7;1;0;138;7;1.1;0.9
439;1;0;0;0;0;7;1;0;138;7;1.1;0.9
440;1;10.08;3.07;0;0;7;1;0;33;7;1.1;0.9
441;1;33.13;0.08;0;0;7;1;0;33;7;1.1;0.9
442;1;31.94;8.07;0;0;8;1;0;110;8;1.1;0.9
443;1;9.91;-3.42;0;0;8;1;0;110;8;1.1;0.9
444;2;176.2;-52.37;0;-17.99;8;1;0;345;8;1.1;0.9
445;2;0.1;-14.5;0;13.2;8;1;0;500;8;1.1;0.9
446;2;0;0;0;0;8;1;0;20;8;1.1;0.9
447;2;0;0;0;0;8;1;0;20;8;1.1;0.9
448;2;0;0;0;0;8;1;0;20;8;1.1;0.9
449;2;0.1;-14.54;0;74.38;8;1;0;500;8;1.1;0.9
450;1;31.94;6.59;0;0;8;1;0;110;8;1.1;0.9
451;1;13.21;-7.85;0;6.07;8;1;0;110;8;1.1;0.9
452;2;0;0;0;0;8;1;0;20;8;1.1;0.9
453;1;16.52;3.91;0;0;8;1;0;110;8;1.1;0.9
454;1;2.2;-0.47;0;-1.62;8;1;0;110;8;1.1;0.9
455;1;26.43;-0.18;0;0;8;1;0;110;8;1.1;0.9
456;1;23.13;7.85;0;0;8;1;0;110;8;1.1;0.9
457;1;19.82;7.05;0;0;8;1;0;110;8;1.1;0.9
458;2;120.1;25.24;0;0;8;1;0;345;8;1.1;0.9
459;1;0.1;-4.02;0;0;8;1;0;345;8;1.1;0.9
460;2;0;0;0;0;8;1;0;500;8;1.1;0.9
461;1;38.44;11.47;0;0;8;1;0;110;8;1.1;0.9
462;1;0.17;-70.61;0;0;8;1;0;500;8;1.1;0.9
463;1;18.72;6.09;0;0;8;1;0;110;8;1.1;0.9
464;1;57.66;54.54;0;0;8;1;0;345;8;1.1;0.9
465;1;0.1;-3.64;0;0;8;1;0;345;8;1.1;0.9
466;1;28.63;11.33;0;0;8;1;0;110;8;1.1;0.9
467;2;0;0;0;0;8;1;0;20;8;1.1;0.9
468;2;0;0;0;0;8;1;0;20;8;1.1;0.9
469;2;0;0;0;0;8;1;0;20;8;1.1;0.9
470;2;0;0;0;0;8;1;0;20;8;1.1;0.9
471;2;0;0;0;0;8;1;0;20;8;1.1;0.9
472;2;0;0;0;0;8;1;0;20;8;1.1;0.9
473;2;0;0;0;0;8;1;0;20;8;1.1;0.9
474;1;0.1;-4.84;0;0;8;1;0;345;8;1.1;0.9
475;1;7.71;1.39;0;0;8;1;0;110;8;1.1;0.9
476;2;0;0;0;0;8;1;0;20;8;1.1;0.9
477;2;0;0;0;0;8;1;0;20;8;1.1;0.9
478;2;0;0;0;0;8;1;0;20;8;1.1;0.9
479;1;89.1;26.49;0;0;8;1;0;110;8;1.1;0.9
480;1;4.4;1.79;0;0;8;1;0;110;8;1.1;0.9
481;1;1.1;-26.91;0;0;8;1;0;345;8;1.1;0.9
482;1;0.1;-2.07;0;0;8;1;0;110;8;1.1;0.9
483;1;25.33;7.41;0;0;8;1;0;110;8;1.1;0.9
484;2;0;0;0;156.54;8;1;0;500;8;1.1;0.9
485;1;110.7;73.43;0;0;8;1;0;345;8;1.1;0.9
486;1;113.24;70.38;0;0;8;1;0;345;8;1.1;0.9
487;1;14.32;3.66;0;0;8;1;0;110;8;1.1;0.9
488;1;3.3;0.85;0;0;8;1;0;110;8;1.1;0.9
489;1;0.1;-6.89;0;0;8;1;0;345;8;1.1;0.9
490;1;0.1;-16.84;0;21.95;8;1;0;345;8;1.1;0.9
491;1;17.66;4.14;0;0;8;1;0;110;8;1.1;0.9
492;2;0;0;0;0;8;1;0;345;8;1.1;0.9
493;1;33.46;-2.5;0;0;8;1;0;110;8;1.1;0.9
494;1;108.68;17.96;0;0;8;1;0;110;8;1.1;0.9
495;1;19.82;0.81;0;0;8;1;0;110;8;1.1;0.9
496;1;28.83;-11.2;0;0;8;1;0;110;8;1.1;0.9
497;1;26.45;6.28;0;0;8;1;0;110;8;1.1;0.9
498;1;16.52;1.38;0;0;8;1;0;110;8;1.1;0.9
499;1;0.1;-0.82;0;0;8;1;0;345;8;1.1;0.9
500;1;0.1;-1.1;0;0;8;1;0;345;8;1.1;0.9
501;1;0.39;-50.2;0;0;8;1;0;345;8;1.1;0.9
502;1;128.1;17.23;0;0;8;1;0;500;8;1.1;0.9
503;2;6.9;69.8;0;0;8;1;0;500;8;1.1;0.9
504;1;58.77;11.99;0;-24.81;8;1;0;345;8;1.1;0.9
505;2;0;0;0;0;8;1;0;20;8;1.1;0.9
506;2;0;0;0;0;8;1;0;20;8;1.1;0.9
507;2;0;0;0;0;8;1;0;20;8;1.1;0.9
508;2;0;0;0;0;8;1;0;20;8;1.1;0.9
509;2;0;0;0;0;8;1;0;20;8;1.1;0.9
510;2;0;0;0;0;8;1;0;20;8;1.1;0.9
511;2;0;0;0;0;8;1;0;20;8;1.1;0.9
512;1;0.1;-15.04;0;0;8;1;0;500;8;1.1;0.9
513;1;35.14;1.11;0;0;8;1;0;110;8;1.1;0.9
514;2;0;0;0;0;8;1;0;20;8;1.1;0.9
515;2;0;0;0;0;8;1;0;20;8;1.1;0.9
516;2;0;0;0;0;8;1;0;20;8;1.1;0.9
517;2;0;0;0;0;8;1;0;20;8;1.1;0.9
518;2;0;0;0;0;8;1;0;20;8;1.1;0.9
519;1;0.1;-0.76;0;0;8;1;0;110;8;1.1;0.9
520;2;0;0;0;0;8;1;0;20;8;1.1;0.9
521;2;0;0;0;0;8;1;0;20;8;1.1;0.9
522;2;0;0;0;0;8;1;0;20;8;1.1;0.9
523;2;0;0;0;0;8;1;0;20;8;1.1;0.9
524;2;0;0;0;0;8;1;0;20;8;1.1;0.9
525;2;0;0;0;0;8;1;0;20;8;1.1;0.9
526;1;7.82;1.04;0;0;8;1;0;110;8;1.1;0.9
527;2;0;0;0;0;8;1;0;500;8;1.1;0.9
528;1;0.1;-7.12;0;13.33;8;1;0;500;8;1.1;0.9
529;1;2.2;-0.21;0;-2.62;8;1;0;110;8;1.1;0.9
530;1;16.52;4.75;0;0;8;1;0;110;8;1.1;0.9
531;1;13.5;-117.64;0;0;9;1;0;500;9;1.1;0.9
532;1;0;0;0;0;9;1;0;138;9;1.1;0.9
533;1;18.3;-27.22;0;0;9;1;0;500;9;1.1;0.9
534;2;0.31;-13.43;0;0;9;1;0;500;9;1.1;0.9
535;1;7.71;13.11;0;4.18;9;1;0;138;9;1.1;0.9
536;2;25;-1.13;0;0;9;1;0;138;9;1.1;0.9
537;1;21.02;11.83;0;-2;9;1;0;138;9;1.1;0.9
538;1;0;0;0;0.02;9;1;0;138;9;1.1;0.9
539;1;12.4;6.26;0;0;9;1;0;138;9;1.1;0.9
540;1;0;0;0;0;9;1;0;138;9;1.1;0.9
541;2;0;0;0;194.97;9;1;0;500;9;1.1;0.9
542;1;0.1;-0.4;0;0;9;1;0;138;9;1.1;0.9
543;1;0;0;0;0;9;1;0;138;9;1.1;0.9
544;1;0;0;0;0;9;1;0;138;9;1.1;0.9
545;1;14.8;-77.73;0;0;9;1;0;500;9;1.1;0.9
546;1;-15.8;-10.4;0;0;9;1;0;138;9;1.1;0.9
547;1;-15.92;4.9;0;0;9;1;0;138;9;1.1;0.9
548;1;69.38;39.78;0;19.14;9;1;0;138;9;1.1;0.9
549;1;0.1;-3.62;0;8.95;9;1;0;138;9;1.1;0.9
550;1;27.05;7.96;0;0;9;1;0;138;9;1.1;0.9
551;1;0;0;0;0;9;1;0;138;9;1.1;0.9
552;1;0.1;-21.27;0;-10.49;9;1;0;138;9;1.1;0.9
553;1;18.8;-66.72;0;31.69;9;1;0;500;9;1.1;0.9
554;1;24.13;11.14;0;0;9;1;0;138;9;1.1;0.9
555;1;0.1;-0.5;0;0;9;1;0;138;9;1.1;0.9
556;1;123.94;28.85;0;0;9;1;0;500;9;1.1;0.9
557;1;18.34;15.32;0;0;9;1;0;138;9;1.1;0.9
558;1;0.1;-1.78;0;6.93;9;1;0;138;9;1.1;0.9
559;1;0;0;0;0;9;1;0;138;9;1.1;0.9
560;1;117.05;54.57;0;0;9;1;0;138;9;1.1;0.9
561;1;0.1;-0.74;0;0;9;1;0;138;9;1.1;0.9
562;2;0.1;-4.37;0;-37.75;9;1;0;500;9;1.1;0.9
563;1;413;-361.88;0;0;9;1;0;500;9;1.1;0.9
564;2;0;0;0;0;9;1;0;20;9;1.1;0.9
565;1;0.1;-0.01;0;0;9;1;0;138;9;1.1;0.9
566;1;5.77;0.96;0;0;9;1;0;138;9;1.1;0.9
567;2;0;0;0;0;9;1;0;15.75;9;1.1;0.9
568;1;-7.61;2;0;0;9;1;0;138;9;1.1;0.9
569;1;0.1;-4.87;0;0;9;1;0;138;9;1.1;0.9
570;1;0.1;-0.74;0;1.05;9;1;0;138;9;1.1;0.9
571;1;0;0;0;0.02;9;1;0;138;9;1.1;0.9
572;1;60.34;0.55;0;0;9;1;0;138;9;1.1;0.9
573;1;0.1;-5.45;0;0;9;1;0;138;9;1.1;0.9
574;1;-7.91;0.88;0;0;9;1;0;138;9;1.1;0.9
575;1;2.2;-3.95;0;0;9;1;0;138;9;1.1;0.9
576;1;18.52;7.09;0;8.15;9;1;0;138;9;1.1;0.9
577;1;0;0;0;0;9;1;0;138;9;1.1;0.9
578;2;25.82;18.5;0;-8.37;9;1;0;500;9;1.1;0.9
579;2;0;0;0;0;9;1;0;500;9;1.1;0.9
580;1;29.03;17.98;0;3.66;9;1;0;138;9;1.1;0.9
581;2;0;0;0;0;9;1;0;500;9;1.1;0.9
582;1;0.1;-1.43;0;0;9;1;0;138;9;1.1;0.9
583;1;0.1;-0.87;0;2.04;9;1;0;138;9;1.1;0.9
584;1;8.71;4.56;0;4.24;9;1;0;138;9;1.1;0.9
585;1;-0.57;-3.27;0;0;9;1;0;138;9;1.1;0.9
586;1;13.9;-0.15;0;9.2;9;1;0;138;9;1.1;0.9
587;1;0.1;-0.23;0;0;9;1;0;138;9;1.1;0.9
588;1;0.1;-0.64;0;-26.13;9;1;0;138;9;1.1;0.9
589;2;1;-8.63;0;0;9;1;0;138;9;1.1;0.9
590;2;0;0;0;-41.88;9;1;0;500;9;1.1;0.9
591;1;12.61;7.8;0;1.07;9;1;0;138;9;1.1;0.9
592;2;0.1;-7.49;0;0;9;1;0;500;9;1.1;0.9
593;1;35.94;20.67;0;9.96;9;1;0;138;9;1.1;0.9
594;2;0;0;0;0;9;1;0;20;9;1.1;0.9
595;2;0.1;-13.03;0;0;9;1;0;500;9;1.1;0.9
596;1;0.1;-2.37;0;0;9;1;0;138;9;1.1;0.9
597;1;0;0;0;0;9;1;0;138;9;1.1;0.9
598;1;0.1;-0.73;0;0;9;1;0;138;9;1.1;0.9
599;1;26.82;21.31;0;10.65;9;1;0;138;9;1.1;0.9
600;1;194.94;11.61;0;0;9;1;0;500;9;1.1;0.9
601;1;0.1;-0.15;0;0;9;1;0;138;9;1.1;0.9
602;1;0.1;-1.55;0;0;9;1;0;138;9;1.1;0.9
603;2;0;0;0;0;9;1;0;500;9;1.1;0.9
604;1;0;0;0;0.02;9;1;0;138;9;1.1;0.9
605;1;0.1;-1.28;0;0;9;1;0;138;9;1.1;0.9
606;2;0;0;0;0;9;1;0;15.75;9;1.1;0.9
607;1;165.23;-28.71;0;0;9;1;0;500;9;1.1;0.9
608;1;13.72;8.44;0;0;9;1;0;138;9;1.1;0.9
609;1;0.1;-13.49;0;1.86;9;1;0;138;9;1.1;0.9
610;2;20.9;0.91;0;0;9;1;0;138;9;1.1;0.9
611;1;0.1;-13;0;0;9;1;0;138;9;1.1;0.9
612;1;-0.57;-1;0;0;9;1;0;138;9;1.1;0.9
613;2;0;0;0;0;9;1;0;15.75;9;1.1;0.9
614;1;-0.57;-4.29;0;0;9;1;0;138;9;1.1;0.9
615;1;0.1;-1.77;0;0;9;1;0;138;9;1.1;0.9
616;1;11.5;4.37;0;0;9;1;0;138;9;1.1;0.9
617;2;0;0;0;0;9;1;0;20;9;1.1;0.9
618;2;27.9;-0.23;0;0;10;1;0;138;10;1.1;0.9
619;1;21.6;-0.54;0;0;10;1;0;138;10;1.1;0.9
620;2;0;0;0;0;10;1;0;500;10;1.1;0.9
621;2;0;0;0;0;10;1;0;11;10;1.1;0.9
622;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
623;2;0;0;0;0;10;1;0;13.8;10;1.1;0.9
624;1;111.4;13.54;0;0;10;1;0;138;10;1.1;0.9
625;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
626;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
627;1;0.1;-4;0;6.81;10;1;0;138;10;1.1;0.9
628;1;37.3;5.28;0;0;10;1;0;138;10;1.1;0.9
629;1;13.9;1.52;0;0;10;1;0;138;10;1.1;0.9
630;1;29.8;2.26;0;0;10;1;0;138;10;1.1;0.9
631;1;13.9;0.88;0;0;10;1;0;138;10;1.1;0.9
632;1;89.3;8.47;0;0;10;1;0;138;10;1.1;0.9
633;1;0.1;-28.31;0;0;10;1;0;500;10;1.1;0.9
634;1;35.3;4.11;0;0;10;1;0;138;10;1.1;0.9
635;1;8;-2.55;0;0;10;1;0;138;10;1.1;0.9
636;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
637;2;0;0;0;0;10;1;0;138;10;1.1;0.9
638;1;36.5;3.72;0;0;10;1;0;138;10;1.1;0.9
639;2;0;0;0;0;10;1;0;11;10;1.1;0.9
640;1;192.3;-93.43;0;0;10;1;0;500;10;1.1;0.9
641;1;14.4;-2.17;0;0;10;1;0;138;10;1.1;0.9
642;2;0;0;0;0;10;1;0;10.5;10;1.1;0.9
643;1;5.5;-0.77;0;0;10;1;0;138;10;1.1;0.9
644;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
645;1;4.2;-4.13;0;0;10;1;0;138;10;1.1;0.9
646;1;64.4;7.49;0;0;10;1;0;138;10;1.1;0.9
647;1;30.6;-4.37;0;0;10;1;0;138;10;1.1;0.9
648;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
649;2;0;0;0;0;10;1;0;15;10;1.1;0.9
650;1;0.1;-1.23;0;0;10;1;0;138;10;1.1;0.9
651;1;67.4;4.92;0;0;10;1;0;138;10;1.1;0.9
652;2;0;0;0;0;10;1;0;13.8;10;1.1;0.9
653;2;0;0;0;0;10;1;0;10.5;10;1.1;0.9
654;2;16.4;-1.13;0;3.9;10;1;0;138;10;1.1;0.9
655;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
656;1;23.3;-5.99;0;0;10;1;0;138;10;1.1;0.9
657;1;8.9;-2.25;0;-4.54;10;1;0;138;10;1.1;0.9
658;2;0;0;0;0;10;1;0;14.4;10;1.1;0.9
659;2;0.1;-4.05;0;0;10;1;0;500;10;1.1;0.9
660;1;4.2;-2.24;0;0;10;1;0;138;10;1.1;0.9
661;1;2.7;-3.65;0;0;10;1;0;138;10;1.1;0.9
662;1;33.5;1.47;0;0;10;1;0;138;10;1.1;0.9
663;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
664;1;8.3;-1.12;0;5.25;10;1;0;138;10;1.1;0.9
665;2;44.6;4.09;0;0;10;1;0;138;10;1.1;0.9
666;1;7;0.13;0;0;10;1;0;138;10;1.1;0.9
667;1;13.9;-1.99;0;0;10;1;0;138;10;1.1;0.9
668;2;11.2;-3.15;0;0;10;1;0;138;10;1.1;0.9
669;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
670;1;0.1;-1.92;0;0;10;1;0;138;10;1.1;0.9
671;1;132.54;-0.54;0;0;10;1;0;138;10;1.1;0.9
672;1;13.9;-2.81;0;0;10;1;0;138;10;1.1;0.9
673;2;0;0;0;0;10;1;0;10.5;10;1.1;0.9
674;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
675;1;37;3.56;0;0;10;1;0;138;10;1.1;0.9
676;1;13.9;-1.15;0;0;10;1;0;138;10;1.1;0.9
677;1;20.9;-0.58;0;0;10;1;0;138;10;1.1;0.9
678;2;0;0;0;7.36;10;1;0;500;10;1.1;0.9
679;2;0;0;0;0;10;1;0;14.4;10;1.1;0.9
680;1;0.1;-3.79;0;0;10;1;0;138;10;1.1;0.9
681;2;0;0;0;0;10;1;0;500;10;1.1;0.9
682;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
683;1;8.3;-3;0;0;10;1;0;138;10;1.1;0.9
684;1;48.8;0.61;0;0;10;1;0;138;10;1.1;0.9
685;1;9.8;1.34;0;0;10;1;0;138;10;1.1;0.9
686;2;7;-3.33;0;0;10;1;0;138;10;1.1;0.9
687;2;0;0;0;0;10;1;0;11;10;1.1;0.9
688;1;50.2;-0.16;0;0;10;1;0;138;10;1.1;0.9
689;1;99.93;-0.4;0;0;10;1;0;138;10;1.1;0.9
690;1;0.1;-0.4;0;0;10;1;0;138;10;1.1;0.9
691;1;64.4;6.81;0;0;10;1;0;138;10;1.1;0.9
692;1;22.3;2.56;0;0;10;1;0;138;10;1.1;0.9
693;2;0;0;0;0;10;1;0;500;10;1.1;0.9
694;1;53.73;2.54;0;0;10;1;0;138;10;1.1;0.9
695;2;0;0;0;0;10;1;0;15;10;1.1;0.9
696;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
697;1;55.7;-3.84;0;0;10;1;0;138;10;1.1;0.9
698;1;39;-1.65;0;0;10;1;0;138;10;1.1;0.9
699;2;0;0;0;0;10;1;0;10.5;10;1.1;0.9
700;1;0.1;-0.74;0;0;10;1;0;138;10;1.1;0.9
701;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
702;1;69.7;5.24;0;0;10;1;0;138;10;1.1;0.9
703;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
704;1;4.2;-3.3;0;0;10;1;0;138;10;1.1;0.9
705;1;162.7;18.39;0;0;10;1;0;138;10;1.1;0.9
706;2;0;0;0;0;10;1;0;15;10;1.1;0.9
707;1;20.9;-4.14;0;0;10;1;0;138;10;1.1;0.9
708;1;19.4;-6.98;0;0;10;1;0;138;10;1.1;0.9
709;1;73.7;5.95;0;0;10;1;0;138;10;1.1;0.9
710;2;0.1;-27.92;0;0;10;1;0;500;10;1.1;0.9
711;1;124.06;7.2;0;0;10;1;0;138;10;1.1;0.9
712;1;20.9;2.83;0;0;10;1;0;138;10;1.1;0.9
713;1;11.8;-2.15;0;0;10;1;0;138;10;1.1;0.9
714;2;0;0;0;7.12;10;1;0;500;10;1.1;0.9
715;2;160.9;-18.52;0;-117.85;10;1;0;500;10;1.1;0.9
716;1;62.7;4.4;0;-1.78;10;1;0;138;10;1.1;0.9
717;1;5.5;-1.1;0;0;10;1;0;138;10;1.1;0.9
718;1;10.9;0.1;0;0;10;1;0;138;10;1.1;0.9
719;1;3.4;-2.78;0;0;10;1;0;138;10;1.1;0.9
720;1;13.9;-4.68;0;0;10;1;0;138;10;1.1;0.9
721;1;0.1;-0.01;0;0;10;1;0;138;10;1.1;0.9
722;2;0;0;0;0;10;1;0;6.3;10;1.1;0.9
723;1;14.2;0.66;0;0;10;1;0;138;10;1.1;0.9
724;1;47.4;2.88;0;0;10;1;0;138;10;1.1;0.9
725;2;35.1;3.43;0;0;10;1;0;138;10;1.1;0.9
726;1;41.8;-4.77;0;0;10;1;0;138;10;1.1;0.9
727;2;0;0;0;0;10;1;0;14.4;10;1.1;0.9
728;1;0.1;-8.88;0;0;10;1;0;500;10;1.1;0.9
729;1;11.2;-0.49;0;0;10;1;0;138;10;1.1;0.9
730;1;69.7;3.83;0;0;10;1;0;138;10;1.1;0.9
731;1;20.9;-4.77;0;0;10;1;0;138;10;1.1;0.9
732;1;9.7;-1.56;0;0;10;1;0;138;10;1.1;0.9
733;1;34.9;-2.79;0;0;10;1;0;138;10;1.1;0.9
734;1;5.5;-0.1;0;0;10;1;0;138;10;1.1;0.9
735;1;9.7;-3.51;0;0;10;1;0;138;10;1.1;0.9
736;1;21.9;-1.84;0;0;10;1;0;138;10;1.1;0.9
737;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
738;1;32.1;2.27;0;0;10;1;0;138;10;1.1;0.9
739;2;0;0;0;0;10;1;0;14.4;10;1.1;0.9
740;2;0;0;0;29.19;10;1;0;500;10;1.1;0.9
741;1;7;0.22;0;0;10;1;0;138;10;1.1;0.9
742;1;16.7;0.02;0;0;10;1;0;138;10;1.1;0.9
743;2;0;0;0;0;10;1;0;10.6;10;1.1;0.9
744;1;0.1;-2.72;0;0;10;1;0;138;10;1.1;0.9
745;1;26.4;-3.68;0;0;10;1;0;138;10;1.1;0.9
746;1;1;0.11;0;0;11;1;0;110;11;1.1;0.9
747;1;46.09;16.61;0;0;11;1;0;110;11;1.1;0.9
748;1;35.84;12.24;0;0;11;1;0;110;11;1.1;0.9
749;1;33.14;11.38;0;0;11;1;0;110;11;1.1;0.9
750;1;20.22;6.71;0;0;11;1;0;110;11;1.1;0.9
751;1;25.27;5.04;0;0;11;1;0;110;11;1.1;0.9
752;1;13.82;4.37;0;0;11;1;0;110;11;1.1;0.9
753;1;3.9;0.62;0;2.02;11;1;0;110;11;1.1;0.9
754;2;0;0;0;102.02;11;1;0;500;11;1.1;0.9
755;1;21.92;4.06;0;0;11;1;0;110;11;1.1;0.9
756;2;995.15;75.28;0;0;11;1;0;500;11;1.1;0.9
757;1;1.4;-0.39;0;0;11;1;0;110;11;1.1;0.9
758;1;0.13;-10.71;0;50.68;11;1;0;345;11;1.1;0.9
759;1;25.83;8.84;0;0;11;1;0;110;11;1.1;0.9
760;1;250.91;-99.64;0;0;11;1;0;500;11;1.1;0.9
761;1;30.33;8.71;0;0;11;1;0;110;11;1.1;0.9
762;1;7.29;-1.46;0;0;11;1;0;110;11;1.1;0.9
763;1;1.8;0.48;0;0;11;1;0;110;11;1.1;0.9
764;1;1.8;0.11;0;0;11;1;0;110;11;1.1;0.9
765;1;0.1;-3.43;0;0;11;1;0;110;11;1.1;0.9
766;2;0;0;0;0;11;1;0;20;11;1.1;0.9
767;1;0.1;-2.04;0;-8.81;11;1;0;110;11;1.1;0.9
768;1;28.03;9.37;0;0;11;1;0;110;11;1.1;0.9
769;1;0.65;0;0;-199.98;11;1;0;345;11;1.1;0.9
770;1;14.72;4.81;0;0;11;1;0;110;11;1.1;0.9
771;2;0;0;0;0;11;1;0;20;11;1.1;0.9
772;1;5.71;1.79;0;0;11;1;0;110;11;1.1;0.9
773;1;0.26;-6.56;0;0;11;1;0;345;11;1.1;0.9
774;1;20.87;-4.71;0;0;11;1;0;110;11;1.1;0.9
775;1;1;-0.16;0;0;11;1;0;110;11;1.1;0.9
776;1;30.43;9.03;0;0;11;1;0;110;11;1.1;0.9
777;1;1.38;-1.65;0;0;11;1;0;110;11;1.1;0.9
778;1;0.25;-20.36;0;0;11;1;0;345;11;1.1;0.9
779;1;4.65;2.48;0;0;11;1;0;110;11;1.1;0.9
780;1;13.43;-2.48;0;0;11;1;0;110;11;1.1;0.9
781;1;93.33;-122.92;0;0;11;1;0;500;11;1.1;0.9
782;2;0;0;0;0;11;1;0;20;11;1.1;0.9
783;2;0;0;0;0;11;1;0;20;11;1.1;0.9
784;2;0;0;0;0;11;1;0;20;11;1.1;0.9
785;1;29.43;9.71;0;0;11;1;0;110;11;1.1;0.9
786;1;23.83;5.52;0;0;11;1;0;110;11;1.1;0.9
787;1;13.82;4.57;0;0;11;1;0;345;11;1.1;0.9
788;2;0;0;0;0;11;1;0;20;11;1.1;0.9
789;1;22.52;3.17;0;6.09;11;1;0;110;11;1.1;0.9
790;1;18.02;4.31;0;0;11;1;0;110;11;1.1;0.9
791;2;0;0;0;77.77;11;1;0;500;11;1.1;0.9
792;1;33.64;4.1;0;0;11;1;0;110;11;1.1;0.9
793;1;6.01;1.38;0;0;11;1;0;110;11;1.1;0.9
794;1;7.41;-0.64;0;0;11;1;0;110;11;1.1;0.9
795;1;23.28;2.52;0;0;11;1;0;110;11;1.1;0.9
796;1;6.31;-0.67;0;0;12;1;0;110;12;1.1;0.9
797;2;0.1;-1.34;0;1.15;12;1;0;110;12;1.1;0.9
798;2;0.18;-14.69;0;0;12;1;0;345;12;1.1;0.9
799;1;0.1;-0.88;0;0;12;1;0;110;12;1.1;0.9
800;2;0.1;-8.48;0;0;12;1;0;345;12;1.1;0.9
801;1;18.02;5.61;0;3.99;12;1;0;110;12;1.1;0.9
802;1;0.14;-32.57;0;10.28;12;1;0;500;12;1.1;0.9
803;1;-0.54;-113.68;0;41.92;12;1;0;500;12;1.1;0.9
804;1;31.74;5.8;0;0;12;1;0;110;12;1.1;0.9
805;1;19.02;5.95;0;0;12;1;0;110;12;1.1;0.9
806;1;5.11;0.53;0;0;12;1;0;110;12;1.1;0.9
807;2;0;0;0;0;12;1;0;20;12;1.1;0.9
808;1;56.56;2.87;0;0;12;1;0;110;12;1.1;0.9
809;1;10.11;2.03;0;0;12;1;0;110;12;1.1;0.9
810;1;12.35;-3.5;0;0;12;1;0;110;12;1.1;0.9
811;2;0;0;0;0;12;1;0;20;12;1.1;0.9
812;2;0;0;0;0;12;1;0;20;12;1.1;0.9
813;1;0.1;-0.08;0;0;12;1;0;110;12;1.1;0.9
814;2;0;0;0;0;12;1;0;20;12;1.1;0.9
815;1;17.12;2.8;0;0;12;1;0;110;12;1.1;0.9
816;1;0.1;-0.48;0;0;12;1;0;110;12;1.1;0.9
817;1;14.92;3.08;0;0;12;1;0;110;12;1.1;0.9
818;1;2.9;0.12;0;0;12;1;0;110;12;1.1;0.9
819;1;46.55;8.42;0;5.2;12;1;0;110;12;1.1;0.9
820;2;0;0;0;0;12;1;0;20;12;1.1;0.9
821;1;41.15;1.59;0;0;12;1;0;110;12;1.1;0.9
822;1;3.8;0.31;0;0;12;1;0;110;12;1.1;0.9
823;2;0;0;0;0;12;1;0;20;12;1.1;0.9
824;1;0.1;-0.9;0;0;12;1;0;110;12;1.1;0.9
825;2;0;0;0;0;12;1;0;20;12;1.1;0.9
826;1;20.12;8.42;0;0;12;1;0;110;12;1.1;0.9
827;1;2.5;-0.11;0;0;12;1;0;110;12;1.1;0.9
828;1;5.11;-3.83;0;0;12;1;0;110;12;1.1;0.9
829;1;14.26;-1.78;0;0;12;1;0;110;12;1.1;0.9
830;2;0.44;-6.16;0;0;12;1;0;500;12;1.1;0.9
831;1;2.5;1.14;0;0;12;1;0;110;12;1.1;0.9
832;1;3.8;0.52;0;0;12;1;0;110;12;1.1;0.9
833;1;17.82;7.16;0;0;12;1;0;110;12;1.1;0.9
834;1;8.91;1.8;0;0;12;1;0;110;12;1.1;0.9
835;1;20.72;-3.2;0;0;12;1;0;110;12;1.1;0.9
836;1;20.12;8.43;0;0;12;1;0;110;12;1.1;0.9
837;1;31.77;0.68;0;0;12;1;0;110;12;1.1;0.9
838;1;0;0;0;0;12;1;0;110;12;1.1;0.9
839;1;21.62;9.66;0;0;12;1;0;110;12;1.1;0.9
840;2;0;0;0;0;12;1;0;20;12;1.1;0.9
841;2;0;0;0;0;12;1;0;20;12;1.1;0.9
