fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
714;745;0;0.07073;0;191.9;230.27;287.84;0.99;0;1;-30;30
714;1014;0.0001;0.01;0;1090.8;1308.96;1636.2;0;0;1;-30;30
715;722;0;0.1;0;50;60;90;0.99919;0;1;-30;30
715;728;0;-0.0207;0;200.51;240.61;360.91;0;0;1;-30;30
715;2521;0.0001;0.01;0;709.9;851.88;1064.84;0;0;1;-30;30
716;1863;0.0001;0.01;0;174.5;209.4;261.75;0;0;1;-30;30
719;731;0.01071;0.08441;0;50;60;90;0;0;1;-30;30
720;736;0.02697;0.0866;0;50;60;90;0;0;1;-30;30
721;738;0.00011;0.00036;0;50;60;90;0;0;1;-30;30
724;725;0.00458;0.03609;0;43.72;52.47;78.7;0;0;1;-30;30
725;2275;0.0001;0.01;0;108.83;130.59;163.24;0;0;1;-30;30
726;730;0.00856;0.06747;0;37.08;44.49;66.74;0;0;1;-30;30
726;730;0.00856;0.06747;0;37.08;44.49;66.74;0;0;1;-30;30
726;730;0.02393;0.07684;0;31.33;37.6;56.4;0;0;1;-30;30
726;733;0.01194;0.09414;0;20.33;24.39;30.49;0;0;1;-30;30
726;733;0.01194;0.09414;0;20.33;24.39;30.49;0;0;1;-30;30
726;733;0.02978;0.09564;0;19.26;23.11;28.89;0;0;1;-30;30
731;744;0.04155;0.13343;0;50;60;90;0;0;1;-30;30
732;745;0.02162;0.06943;0;61.85;74.22;111.34;0;0;1;-30;30
734;741;0.01407;0.0452;0;50;60;90;0;0;1;-30;30
740;1638;0.0001;0.01;0;729.4;875.28;1094.1;0;0;1;-30;30
746;747;0.00241;0.01069;0;16.23;19.48;29.22;0;0;1;-30;30
746;752;0.00504;0.02277;0;16.67;20.01;30.01;0;0;1;-30;30
747;750;0.00402;0.01367;0;25.56;30.67;38.33;0;0;1;-30;30
747;783;0.00125;0.1;0;50.65;60.79;91.18;1.01;0;1;-30;30
747;784;0.00125;0.1;0;50.65;60.79;91.18;1.01;0;1;-30;30
747;786;0.01636;0.0409;0;38.01;45.61;57.02;0;0;1;-30;30
748;759;0.00776;0.02159;0;45.77;54.92;68.66;0;0;1;-30;30
748;765;0.00616;0.03114;0;45.77;54.92;68.65;0;0;1;-30;30
749;772;0.00385;0.01662;0;82.91;99.49;124.36;0;0;1;-30;30
749;792;0.00842;0.01849;0;50;60;90;0;0;1;-30;30
750;755;0.02137;0.12103;0;25.36;30.43;45.65;0;0;1;-30;30
751;776;0.00748;0.03221;0;71.91;86.29;129.43;0;0;1;-30;30
751;785;0.03671;0.0864;0;38.6;46.32;69.48;0;0;1;-30;30
752;755;0.02058;0.09533;0;28.23;33.87;50.81;0;0;1;-30;30
753;786;0.04357;0.10868;0;36.27;43.53;65.29;0;0;1;-30;30
753;789;0.02089;0.04329;0;30.4;36.49;54.73;0;0;1;-30;30
754;781;0.00034;0.00263;0;234.67;281.61;352.01;0;0;1;-30;30
755;768;0.04443;0.10976;0;26.52;31.82;47.73;0;0;1;-30;30
755;772;0.007;0.02823;0;91.18;109.42;136.77;0;0;1;-30;30
773;755;0.00114;0.06609;0;121.29;145.55;218.32;1;0;1;-30;30
773;755;0.00117;0.06486;0;123.59;148.3;222.45;1;0;1;-30;30
755;792;0.01072;0.04087;0;91.31;109.57;136.97;0;0;1;-30;30
755;794;0.05702;0.10989;0;45.78;54.94;68.67;0;0;1;-30;30
755;794;0.05031;0.11213;0;46.12;55.34;69.18;0;0;1;-30;30
756;781;0.00279;0.02623;0;471.23;565.48;848.22;0;0;1;-30;30
756;781;0.00273;0.02677;0;461.94;554.32;831.49;0;0;1;-30;30
756;781;0.00209;0.0241;0;513.85;616.62;924.92;0;0;1;-30;30
757;767;0.0191;0.07649;0;49.61;59.53;89.29;0;0;1;-30;30
757;786;0.01473;0.0641;0;46.96;56.35;84.52;0;0;1;-30;30
758;778;0.00605;0.03069;0;134.96;161.96;202.44;0;0;1;-30;30
758;778;0.00525;0.03749;0;111.52;133.83;167.28;0;0;1;-30;30
759;765;0.00298;0.01433;0;50;60;90;0;0;1;-30;30
759;765;0.00263;0.01462;0;50;60;90;0;0;1;-30;30
759;779;0.00331;0.00702;0;76.72;92.06;115.07;0;0;1;-30;30
760;778;0.00025;0.01842;0;395.93;475.11;712.67;0.99;0.064;1;-30;30
760;781;0.00143;0.01661;0;241.64;289.97;434.96;0;0;1;-30;30
760;781;0.00098;0.01485;0;270.69;324.83;487.25;0;0;1;-30;30
760;781;0.00146;0.0163;0;246.16;295.4;443.09;0;0;1;-30;30
760;1814;0.0001;0.01;0;376.93;452.31;565.39;0;0;1;-30;30
761;765;0.03569;0.14931;0;28.93;34.72;43.4;0;0;1;-30;30
761;776;0.04319;0.16186;0;60.13;72.16;108.24;0;0;1;-30;30
761;794;0.05058;0.0743;0;50;60;90;0;0;1;-30;30
762;775;0.01693;0.03314;0;50;60;90;0;0;1;-30;30
762;794;0.04293;0.08792;0;15.49;18.59;27.88;0;0;1;-30;30
763;767;0.00729;0.01821;0;89.3;107.16;133.95;0;0;1;-30;30
763;790;0.01036;0.02031;0;86.33;103.59;129.49;0;0;1;-30;30
764;775;0.02051;0.04856;0;50;60;90;0;0;1;-30;30
764;793;0.02743;0.05916;0;50;60;90;0;0;1;-30;30
765;779;0.00181;0.00688;0;77.95;93.54;116.92;0;0;1;-30;30
765;793;0.0629;0.10563;0;50;60;90;0;0;1;-30;30
765;794;0.02386;0.06986;0;26.41;31.69;47.54;0;0;1;-30;30
779;766;0.00125;0.1;0;47.77;57.33;85.99;1.01;0;1;-30;30
778;767;0.00118;0.06229;0;139.97;167.97;251.95;1;0;1;-30;30
778;767;0.00121;0.06609;0;131.93;158.31;237.47;1;0;1;-30;30
767;780;0.03569;0.05768;0;48.57;58.28;72.85;0;0;1;-30;30
767;790;0.00743;0.01818;0;84.46;101.36;152.04;0;0;1;-30;30
767;795;0.01846;0.03912;0;70.96;85.15;106.44;0;0;1;-30;30
768;786;0.02447;0.06369;0;36.02;43.23;54.03;0;0;1;-30;30
769;773;0.00699;0.04244;0;161.9;194.28;291.42;0;0;1;-30;30
769;776;0.00128;0.07077;0;89.16;106.99;160.48;1.01;0;1;-30;30
769;776;0.00131;0.07578;0;83.26;99.92;149.88;1.01;0;1;-30;30
769;778;0.00476;0.04106;0;137.12;164.54;205.68;0;0;1;-30;30
769;778;0.00467;0.04192;0;134.37;161.25;201.56;0;0;1;-30;30
781;769;0.00025;0.01842;0;523.38;628.05;942.08;0.99;0.064;1;-30;30
769;787;0.0008;0.00608;0;19.65;23.58;35.37;0;0;1;-30;30
770;777;0.01094;0.06221;0;43.67;52.4;65.5;0;0;1;-30;30
770;785;0.02296;0.04173;0;50;60;90;0;0;1;-30;30
781;771;0.00021;0.00849;0;1264.73;1517.68;2276.52;1.01;0;1;-30;30
773;778;0.01044;0.05919;0;165.44;198.53;248.16;0;0;1;-30;30
774;786;0.03942;0.08577;0;49.46;59.35;74.19;0;0;1;-30;30
774;1771;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
777;790;0.00657;0.02828;0;44.84;53.81;67.26;0;0;1;-30;30
779;782;0.00125;0.1;0;49.08;58.9;88.35;1.01;0;1;-30;30
780;1684;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
781;788;0.00021;0.00849;0;1270.81;1524.98;2287.47;1.01;0;1;-30;30
781;791;0.00033;0.00269;0;249.32;299.18;373.98;0;0;1;-30;30
785;790;0.05312;0.10007;0;45.99;55.19;68.99;0;0;1;-30;30
786;790;0.06998;0.12706;0;37.18;44.61;66.92;0;0;1;-30;30
786;790;0.07147;0.12466;0;37.53;45.04;67.56;0;0;1;-30;30
791;1818;0.0001;0.01;0;230.33;276.39;345.49;0;0;1;-30;30
795;1688;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
796;817;0.02368;0.0707;0;50.16;60.19;75.24;0;0;1;-30;30
796;829;0.02927;0.06975;0;58.55;70.26;87.83;0;0;1;-30;30
797;834;0.04302;0.12845;0;50;60;90;0;0;1;-30;30
797;851;0;0.00076;0;32.17;38.61;57.91;0;0;1;-30;30
798;800;0.00871;0.05984;0;66.09;79.31;118.97;0;0;1;-30;30
798;828;0.00192;0.06735;0;141.71;170.05;212.56;1.01;0;1;-30;30
798;838;0.00196;0.06589;0;141.67;170.01;212.51;1.01;0;1;-30;30
798;849;0.0127;0.06389;0;24.5;29.4;44.1;0;0;1;-30;30
799;815;0.04114;0.11975;0;28.93;34.72;43.4;0;0;1;-30;30
799;827;0.0034;0.0098;0;50;60;90;0;0;1;-30;30
799;828;0.01732;0.05022;0;50;60;90;0;0;1;-30;30
801;819;0.0457;0.1278;0;58.56;70.28;87.85;0;0;1;-30;30
801;846;0.01666;0.05255;0;81.37;97.65;122.06;0;0;1;-30;30
802;853;0.00281;0.02539;0;267.36;320.83;401.03;0;0;1;-30;30
803;830;0.00035;0.00322;0;522.16;626.59;939.89;0;0;1;-30;30
803;830;0.00031;0.00329;0;511.79;614.15;921.23;0;0;1;-30;30
803;847;0.00614;0.05775;0;326.06;391.27;586.9;0;0;1;-30;30
804;816;0.01283;0.03699;0;38.96;46.75;58.43;0;0;1;-30;30
804;828;0.01699;0.05128;0;39.13;46.95;58.69;0;0;1;-30;30
805;852;0.00035;0.00088;0;155.94;187.12;233.91;0;0;1;-30;30
805;859;0.0013;0.00432;0;177.13;212.56;265.7;0;0;1;-30;30
806;810;0.00135;0.00688;0;173.83;208.59;260.74;0;0;1;-30;30
806;839;0.00526;0.02465;0;90.35;108.42;162.63;0;0;1;-30;30
847;806;0.00187;0.09183;0;326.5;391.81;489.76;1.01;0;1;-30;30
806;860;0.01507;0.05071;0;72.42;86.9;108.62;0;0;1;-30;30
813;807;0.00125;0.1;0;32.52;39.02;58.53;1.00706;0;1;-30;30
808;813;0.00336;0.0129;0;78.61;94.33;117.91;0;0;1;-30;30
808;815;0.03811;0.1202;0;50;60;90;0;0;1;-30;30
808;860;0.00676;0.01612;0;60.49;72.59;90.73;0;0;1;-30;30
809;832;0.02193;0.0482;0;50;60;90;0;0;1;-30;30
809;835;0.01349;0.03969;0;50;60;90;0;0;1;-30;30
810;812;0.00125;0.1;0;42.49;50.99;76.48;1.00787;0;1;-30;30
810;821;0.00809;0.02681;0;138.04;165.65;207.06;0;0;1;-30;30
810;840;0.00125;0.1;0;42.49;50.99;76.48;1.00787;0;1;-30;30
810;852;0.00228;0.00982;0;133.01;159.61;199.51;0;0;1;-30;30
857;811;0.00212;0.08472;0;101.98;122.37;183.56;1.00956;0;1;-30;30
813;835;0.00329;0.01194;0;50;60;90;0;0;1;-30;30
813;854;0.00125;0.1;0;32.96;39.55;59.33;1.00706;0;1;-30;30
842;814;0.00125;0.1;0;35.08;42.09;63.14;1.00796;0;1;-30;30
816;820;0.00125;0.1;0;44.95;53.94;80.91;1.0068;0;1;-30;30
816;828;0.01458;0.04046;0;50;60;90;0;0;1;-30;30
816;831;0.00691;0.01992;0;15.85;19.02;28.53;0;0;1;-30;30
817;828;0.06734;0.21244;0;72.54;87.05;108.82;0;0;1;-30;30
817;856;0.01523;0.04126;0;101.83;122.2;152.74;0;0;1;-30;30
818;822;0.0409;0.11902;0;17.42;20.9;31.35;0;0;1;-30;30
818;834;0.01253;0.02866;0;50;60;90;0;0;1;-30;30
819;851;0.00815;0.02571;0;79.98;95.98;143.97;0;0;1;-30;30
821;844;0.00363;0.012;0;88.81;106.58;133.22;0;0;1;-30;30
822;828;0.03723;0.11278;0;22.76;27.31;40.96;0;0;1;-30;30
853;823;0.00071;0.02832;0;199.57;239.49;359.23;1.01;0;1;-30;30
824;828;0.0169;0.06357;0;29.21;35.05;52.58;0;0;1;-30;30
824;851;0.04714;0.11301;0;28.81;34.57;51.85;0;0;1;-30;30
837;825;0.00125;0.1;0;35.61;42.73;64.09;1.00802;0;1;-30;30
826;839;0.00135;0.0044;0;96.56;115.87;144.84;0;0;1;-30;30
826;844;0.00681;0.02827;0;70.3;84.36;105.44;0;0;1;-30;30
827;831;0.00279;0.0084;0;50;60;90;0;0;1;-30;30
828;832;0.03964;0.11539;0;28.25;33.91;42.38;0;0;1;-30;30
828;838;0;0.00083;0;141.59;169.91;212.39;0;0;1;-30;30
828;851;0.05164;0.18941;0;27.44;32.92;49.39;0;0;1;-30;30
829;859;0.02053;0.0517;0;76.67;92.01;115.01;0;0;1;-30;30
833;836;0.00667;0.02883;0;69.43;83.32;104.15;0;0;1;-30;30
833;844;0;0.00074;0;77.96;93.56;116.95;0;0;1;-30;30
835;859;0.02068;0.07926;0;57.32;68.79;85.98;0;0;1;-30;30
836;848;0.00121;0.00499;0;95.81;114.97;143.71;0;0;1;-30;30
837;842;0;0.00081;0;138.04;165.65;207.06;0;0;1;-30;30
837;858;0.00125;0.1;0;36.11;43.33;65;1.00802;0;1;-30;30
837;861;0.00358;0.00456;0;117.64;141.17;176.46;0;0;1;-30;30
857;841;0.00212;0.08472;0;101.98;122.37;183.56;1.00956;0;1;-30;30
842;843;0.00125;0.1;0;35.57;42.69;64.03;1.00796;0;1;-30;30
842;852;0.00351;0.00466;0;110.01;132.01;165.01;0;0;1;-30;30
857;845;0.00212;0.08472;0;101.98;122.37;183.56;1.00956;0;1;-30;30
846;855;0.02222;0.05087;0;89.48;107.37;134.22;0;0;1;-30;30
847;850;0.00096;0.01102;0;500.09;600.1;750.13;0;0;1;-30;30
847;853;0.00158;0.01426;0;486.92;584.31;730.38;0;0;1;-30;30
847;859;0.00165;0.0937;0;326.02;391.23;489.04;1.01;0;1;-30;30
848;859;0.00515;0.02283;0;94.48;113.38;170.07;0;0;1;-30;30
855;856;0.01469;0.04452;0;100.97;121.16;151.45;0;0;1;-30;30
857;859;0.00119;0.00702;0;197.99;237.58;296.98;0;0;1;-30;30
857;861;0.00233;0.00964;0;196.13;235.35;294.19;0;0;1;-30;30
862;872;0.01756;0.07082;0;88.16;105.8;132.25;0;0;1;-30;30
862;895;0.01772;0.05402;0;83.78;100.54;125.68;0;0;1;-30;30
863;867;0.02983;0.11391;0;64.48;77.38;116.07;0;0;1;-30;30
863;876;0.00166;0.00645;0;39.38;47.25;70.88;0;0;1;-30;30
863;926;0.03981;0.16063;0;69.82;83.78;104.72;0;0;1;-30;30
863;938;0.0052;0.01933;0;52.8;63.36;79.2;0;0;1;-30;30
864;927;0.00434;0.02242;0;87.35;104.82;131.02;0;0;1;-30;30
864;953;0.00305;0.01771;0;56.96;68.36;85.45;0;0;1;-30;30
898;865;0.00125;0.1;0;51.13;61.36;92.04;1.00499;0;1;-30;30
866;903;0.00076;0.00957;0;180.76;216.91;325.37;0;0;1;-30;30
866;919;0.00113;0.04193;0;172.95;207.54;311.3;1.01;0;1;-30;30
866;2052;0.0001;0.01;0;348.32;417.99;522.48;0;0;1;-30;30
867;877;0.00561;0.02264;0;46.37;55.64;69.55;0;0;1;-30;30
867;930;0.04824;0.10973;0;50;60;90;0;0;1;-30;30
867;933;0.01331;0.03496;0;53.23;63.88;95.82;0;0;1;-30;30
867;933;0.01305;0.03569;0;52.4;62.88;94.32;0;0;1;-30;30
868;895;0.00482;0.01724;0;29.42;35.3;44.12;0;0;1;-30;30
868;929;0.00541;0.01521;0;29.89;35.86;44.83;0;0;1;-30;30
869;886;0.00168;0.00642;0;57.11;68.54;102.8;0;0;1;-30;30
869;889;0.05734;0.14485;0;40.51;48.61;72.91;0;0;1;-30;30
869;889;0.05625;0.14793;0;39.87;47.85;71.77;0;0;1;-30;30
869;942;0.02451;0.05575;0;50;60;90;0;0;1;-30;30
870;880;0.00125;0.1;0;45.62;54.75;82.12;1.01;0;1;-30;30
870;896;0.01434;0.04198;0;50;60;90;0;0;1;-30;30
870;914;0.02931;0.11828;0;65.42;78.5;98.13;0;0;1;-30;30
939;871;0.00053;0.02122;0;551.49;661.79;992.69;1.01;0;1;-30;30
872;879;0.01565;0.05167;0;52.34;62.81;78.51;0;0;1;-30;30
872;885;0.01009;0.03853;0;69.09;82.91;103.64;0;0;1;-30;30
892;872;0.00111;0.04387;0;140.05;168.06;252.08;1.01;0;1;-30;30
892;872;0.00098;0.04477;0;137.24;164.69;247.03;1.01;0;1;-30;30
872;901;0.00746;0.04173;0;50;60;90;0;0;1;-30;30
872;927;0.00793;0.04265;0;67.37;80.85;101.06;0;0;1;-30;30
873;879;0.01964;0.07313;0;50;60;90;0;0;1;-30;30
873;927;0.01179;0.03452;0;54.4;65.29;97.93;0;0;1;-30;30
933;874;0.00053;0.02122;0;289.3;347.15;520.73;1.01;0;1;-30;30
875;900;0.01935;0.07206;0;53.93;64.72;80.9;0;0;1;-30;30
875;923;0.00053;0.00155;0;39.31;47.17;58.96;0;0;1;-30;30
876;931;0.00351;0.01159;0;29.66;35.6;44.5;0;0;1;-30;30
877;881;0.02474;0.0921;0;79.7;95.65;119.56;0;0;1;-30;30
877;933;0.02185;0.05093;0;43.59;52.3;78.45;0;0;1;-30;30
877;940;0.00834;0.02107;0;50;60;90;0;0;1;-30;30
878;912;0.0092;0.02585;0;100.18;120.22;150.27;0;0;1;-30;30
878;947;0.01629;0.06571;0;100.05;120.06;150.08;0;0;1;-30;30
879;912;0.03293;0.09641;0;78.15;93.78;140.68;0;0;1;-30;30
879;947;0.00884;0.0338;0;75.15;90.18;112.73;0;0;1;-30;30
881;890;0.036;0.11422;0;50;60;90;0;0;1;-30;30
882;918;0.00549;0.02096;0;42.58;51.1;63.88;0;0;1;-30;30
882;928;0.02014;0.07207;0;50;60;90;0;0;1;-30;30
883;896;0.00946;0.03839;0;33.93;40.71;61.07;0;0;1;-30;30
883;898;0.02129;0.12401;0;34.5;41.4;62.1;0;0;1;-30;30
912;884;0.00125;0.1;0;54.61;65.53;98.29;1.01;0;1;-30;30
885;937;0.0271;0.0826;0;50;60;90;0;0;1;-30;30
886;934;0.03166;0.09267;0;41.39;49.67;62.08;0;0;1;-30;30
887;898;0.00886;0.02495;0;73.08;87.69;131.54;0;0;1;-30;30
887;923;0.03427;0.12761;0;57.79;69.34;104.02;0;0;1;-30;30
887;950;0.01664;0.06449;0;49.49;59.39;74.24;0;0;1;-30;30
925;888;0.00125;0.1;0;41.66;49.99;74.99;1.01;0;1;-30;30
889;899;0.02958;0.11466;0;89.6;107.52;134.4;0;0;1;-30;30
903;889;0.00107;0.04567;0;94.28;113.13;141.42;1.01;0;1;-30;30
903;889;0.0012;0.03931;0;109.51;131.41;164.26;1.01;0;1;-30;30
889;910;0.00644;0.04331;0;43.54;52.25;65.31;0;0;1;-30;30
889;910;0.00568;0.0442;0;42.78;51.34;64.17;0;0;1;-30;30
889;926;0.01361;0.04316;0;81.51;97.81;122.27;0;0;1;-30;30
889;942;0.03711;0.13816;0;44.61;53.54;80.3;0;0;1;-30;30
889;949;0.00046;0.0036;0;268.9;322.68;484.02;0;0;1;-30;30
890;948;0.00309;0.01183;0;50;60;90;0;0;1;-30;30
896;891;0.00125;0.1;0;45.33;54.4;81.59;1.01;0;1;-30;30
892;903;0.00158;0.02095;0;164.28;197.14;295.71;0;0;1;-30;30
892;904;0.00046;0.00424;0;572.23;686.68;858.35;0;0;1;-30;30
892;939;0.00255;0.02314;0;353.33;424;636;0;0;1;-30;30
944;893;0.00125;0.1;0;59.28;71.13;106.7;1.01;0;1;-30;30
894;914;0.02794;0.08179;0;50;60;90;0;0;1;-30;30
894;933;0.0716;0.18828;0;42.92;51.51;64.39;0;0;1;-30;30
894;933;0.07022;0.1922;0;42.25;50.71;63.38;0;0;1;-30;30
894;948;0.00386;0.01379;0;55.91;67.09;100.63;0;0;1;-30;30
895;929;0.00487;0.01369;0;50;60;90;0;0;1;-30;30
896;898;0.04934;0.13873;0;38.47;46.16;69.24;0;0;1;-30;30
896;943;0.00125;0.1;0;45.67;54.8;82.2;1.01;0;1;-30;30
897;905;0.01203;0.04658;0;53.11;63.73;95.59;0;0;1;-30;30
897;926;0.02422;0.09388;0;58.1;69.73;104.59;0;0;1;-30;30
898;900;0.03233;0.10254;0;109.25;131.09;163.87;0;0;1;-30;30
898;902;0.00125;0.1;0;51.96;62.35;93.52;1.00499;0;1;-30;30
898;911;0.00125;0.1;0;51.96;62.35;93.52;1.00499;0;1;-30;30
898;916;0.01461;0.04107;0;86.34;103.61;155.41;0;0;1;-30;30
898;946;0.00125;0.1;0;51.96;62.35;93.52;1.00499;0;1;-30;30
952;898;0.00252;0.07493;0;38.15;45.78;68.67;1.01;0;1;-30;30
899;909;0.02015;0.07811;0;60.91;73.09;91.36;0;0;1;-30;30
899;934;0.0093;0.03549;0;66.03;79.23;99.04;0;0;1;-30;30
900;907;0.00236;0.00878;0;66.03;79.23;99.04;0;0;1;-30;30
901;927;0.00436;0.01772;0;68.73;82.48;103.1;0;0;1;-30;30
903;939;0.00156;0.01963;0;246.72;296.06;444.09;0;0;1;-30;30
903;2054;0.0001;0.01;0;378.84;454.61;568.26;0;0;1;-30;30
904;927;0.001;0.04954;0;132.89;159.47;199.34;1.01;0;1;-30;30
904;927;0.00102;0.04862;0;135.4;162.48;203.11;1.01;0;1;-30;30
904;955;0.0001;0.01;0;595.82;714.98;893.73;0;0;1;-30;30
905;915;0.00181;0.0073;0;19.61;23.53;35.29;0;0;1;-30;30
905;937;0.00089;0.00338;0;26.43;31.72;39.64;0;0;1;-30;30
906;919;0.02701;0.06104;0;37.94;45.53;56.91;0;0;1;-30;30
906;937;0.0255;0.0722;0;50;60;90;0;0;1;-30;30
907;916;0.01446;0.05172;0;93.12;111.75;139.69;0;0;1;-30;30
908;925;0.01987;0.05402;0;45.15;54.18;67.73;0;0;1;-30;30
908;930;0.05125;0.12135;0;50;60;90;0;0;1;-30;30
909;919;0.00542;0.01788;0;42.43;50.92;63.65;0;0;1;-30;30
910;944;0.00406;0.01511;0;99.6;119.52;149.4;0;0;1;-30;30
912;922;0.01975;0.05784;0;38.99;46.78;70.17;0;0;1;-30;30
912;932;0.00125;0.1;0;55.5;66.6;99.9;1.01;0;1;-30;30
949;913;0.00212;0.08472;0;134.53;161.44;242.16;1.01;0;1;-30;30
915;937;0.00529;0.00946;0;50;60;90;0;0;1;-30;30
917;920;0.03559;0.10418;0;35.96;43.15;53.94;0;0;1;-30;30
917;934;0.04068;0.11911;0;44.72;53.67;67.08;0;0;1;-30;30
918;919;0.03009;0.09937;0;56.9;68.28;85.35;0;0;1;-30;30
918;919;0.04279;0.10131;0;55.77;66.92;83.65;0;0;1;-30;30
919;921;0.04363;0.08123;0;45.95;55.14;82.71;0;0;1;-30;30
920;928;0.01783;0.06378;0;50;60;90;0;0;1;-30;30
921;951;0.02974;0.05764;0;33.09;39.71;49.64;0;0;1;-30;30
922;925;0.01686;0.06033;0;44.08;52.89;79.34;0;0;1;-30;30
923;927;0.03607;0.13429;0;29.27;35.13;43.91;0;0;1;-30;30
923;947;0.0393;0.11506;0;37.15;44.58;55.73;0;0;1;-30;30
949;924;0.00212;0.08472;0;134.53;161.44;242.16;1.01;0;1;-30;30
925;936;0.00125;0.1;0;41.99;50.39;75.58;1.01;0;1;-30;30
925;941;0.00125;0.1;0;41.99;50.39;75.58;1.01;0;1;-30;30
925;950;0.02659;0.08436;0;46.73;56.07;84.11;0;0;1;-30;30
926;944;0.00844;0.02574;0;97.52;117.03;146.28;0;0;1;-30;30
927;929;0.04367;0.08465;0;99.11;118.93;148.66;0;0;1;-30;30
935;927;0.00228;0.07722;0;43.55;52.26;78.39;0.99;0;1;-30;30
927;953;0.00343;0.01449;0;87.32;104.78;130.98;0;0;1;-30;30
929;951;0.05586;0.11269;0;50;60;90;0;0;1;-30;30
931;938;0.00434;0.01551;0;50;60;90;0;0;1;-30;30
939;933;0.00118;0.04119;0;94.24;113.09;141.36;1.01;0;1;-30;30
939;933;0.00116;0.04106;0;94.54;113.45;141.81;1.01;0;1;-30;30
933;940;0.0108;0.04124;0;57.98;69.58;104.37;0;0;1;-30;30
935;952;0.01164;0.05205;0;40.73;48.88;73.32;0;0;1;-30;30
939;1016;0.0001;0.01;0;1058.96;1270.75;1588.44;0;0;1;-30;30
944;945;0.00125;0.1;0;60.71;72.86;109.29;1.01;0;1;-30;30
954;957;0.00057;0.01002;0;1230.95;1477.14;2215.71;0;0;1;-30;30
955;1009;0.00047;0.00578;0;641.16;769.39;961.74;0;0;1;-30;30
956;980;0.00125;0.1;0;33.91;40.69;61.03;1.01;0;1;-30;30
956;981;0.00125;0.1;0;33.91;40.69;61.03;1.01;0;1;-30;30
956;987;0.00034;0.00324;0;166.6;199.92;299.89;0;0;1;-30;30
956;998;0.00033;0.00331;0;89.86;107.83;161.75;0;0;1;-30;30
956;1008;0.0005;0.00655;0;99.36;119.24;178.85;0;0;1;-30;30
956;1013;0.00051;0.00643;0;98.51;118.22;177.32;0;0;1;-30;30
956;1840;0.0001;0.01;0;386.19;463.43;579.28;0;0;1;-30;30
957;975;0.00125;0.1;0;61.56;73.88;92.35;1;0;1;-30;30
957;976;0.00053;0.00558;0;913.55;1096.26;1644.38;0;0;1;-30;30
957;983;22.582001;30.568001;0;50;60;90;0;0;1;-30;30
957;987;0.00125;0.1;0;46.13;55.35;83.03;1;0;1;-30;30
957;989;1.6276;4.1195;0;50;60;90;0;0;1;-30;30
957;993;0.00125;0.1;0;61.61;73.93;92.42;1;0;1;-30;30
957;994;0.00125;0.1;0;50;60;90;1;0;1;-30;30
957;999;22.121;31.167999;0;50;60;90;0;0;1;-30;30
957;1002;0.89758;2.9039;0;50;60;90;0;0;1;-30;30
957;1003;1.0229;3.2864;0;50;60;90;0;0;1;-30;30
957;1005;0.00125;0.1;0;60.96;73.15;91.44;1;0;1;-30;30
957;1009;0.00232;0.5195;0;19.93;23.92;35.88;0;0;1;-30;30
957;1014;0.0003;0.00319;0;1425.86;1711.03;2566.54;0;0;1;-30;30
957;1016;0.00058;0.00981;0;1250.49;1500.58;2250.88;0;0;1;-30;30
957;1017;1.0006;3.3504;0;50;60;90;0;0;1;-30;30
1002;958;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
1002;959;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
1002;960;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
1002;961;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
1002;962;0.00212;0.08472;0;119.18;143.02;214.53;1.00699;0;1;-30;30
993;963;0.00212;0.08472;0;70.44;84.53;126.79;1.01;0;1;-30;30
993;964;0.00212;0.08472;0;70.44;84.53;126.79;1.01;0;1;-30;30
975;965;0.00212;0.08472;0;68.81;82.57;123.86;1.01;0;1;-30;30
975;966;0.00212;0.08472;0;68.81;82.57;123.86;1.01;0;1;-30;30
988;967;0.00212;0.08472;0;111;133.2;199.81;1.01;0;1;-30;30
988;968;0.00212;0.08472;0;111;133.2;199.81;1.01;0;1;-30;30
988;969;0.00212;0.08472;0;111;133.2;199.81;1.01;0;1;-30;30
988;970;0.00212;0.08472;0;111;133.2;199.81;1.01;0;1;-30;30
994;971;0.00125;0.1;0;30.3;36.36;54.55;1.00813;0;1;-30;30
994;972;0.00125;0.1;0;30.3;36.36;54.55;1.00813;0;1;-30;30
1005;973;0.00125;0.1;0;45.41;54.5;81.75;1.00822;0;1;-30;30
974;999;0.00017;0.00213;0;543.72;652.46;978.69;0;0;1;-30;30
1002;974;0.00012;0.01377;0;540.79;648.95;973.42;1;0.414;1;-30;30
983;975;0.00125;0.1;0;50;60;90;1;0;1;-30;30
975;987;0.11368;0.7738;0;50;60;90;0;0;1;-30;30
989;975;0.00125;0.1;0;181.38;217.65;326.48;1;0;1;-30;30
975;993;0.001;0.28996;0;50;60;90;0;0;1;-30;30
975;993;0;0.0002;0;85.66;102.79;128.48;0;0;1;-30;30
